Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE"
People,"Hispanic or Latino and Race","Hispanic or Latino (of any race)",46054,"(+/- 911 )",45305,"(+/- 1185 )",29677,"(+/- 4278 )",48079,"(+/- 1291 )",68067,"(+/- 4518 )",25002,"(+/- 2268 )",33729,"(+/- 1484 )",12100,"(+/- 629 )"
People,"Hispanic or Latino and Race",Mexican,32326,"(+/- 2355 )",29548,"(+/- 3305 )",17553,"(+/- 3284 )",33510,"(+/- 2814 )",40210,"(+/- 4770 )",16137,"(+/- 2529 )",24540,"(+/- 1743 )",8507,"(+/- 923 )"
People,"Hispanic or Latino and Race","Puerto Rican",1316,"(+/- 732 )",4235,"(+/- 2299 )",2515,"(+/- 1288 )",1994,"(+/- 881 )",3676,"(+/- 1386 )",2097,"(+/- 1071 )",960,"(+/- 534 )",684,"(+/- 455 )"
People,"Hispanic or Latino and Race",Cuban,1906,"(+/- 1374 )",2643,"(+/- 1466 )",269,"(+/- 334 )",409,"(+/- 303 )",1265,"(+/- 547 )",215,"(+/- 192 )",221,"(+/- 186 )",331,"(+/- 323 )"
People,"Hispanic or Latino and Race","Other Hispanic or Latino",10506,"(+/- 2164 )",8879,"(+/- 1939 )",9340,"(+/- 2547 )",12166,"(+/- 2828 )",22916,"(+/- 4551 )",6553,"(+/- 2269 )",8008,"(+/- 1299 )",2578,"(+/- 768 )"
People,"Hispanic or Latino and Race","Not Hispanic or Latino",632364,"(+/- 2368 )",668836,"(+/- 2735 )",694317,"(+/- 6958 )",669687,"(+/- 3352 )",650735,"(+/- 7703 )",697713,"(+/- 4773 )",629340,"(+/- 2928 )",660174,"(+/- 1792 )"
People,"Place of Birth","Total population",678418,"(+/- 2466 )",714141,"(+/- 2818 )",723994,"(+/- 5700 )",717766,"(+/- 3482 )",718802,"(+/- 5722 )",722715,"(+/- 4797 )",663069,"(+/- 3156 )",672274,"(+/- 1656 )"
People,"Place of Birth",Native,633630,"(+/- 3759 )",647375,"(+/- 4980 )",634849,"(+/- 7842 )",619340,"(+/- 6807 )",608105,"(+/- 7761 )",680215,"(+/- 5961 )",641318,"(+/- 3385 )",662155,"(+/- 2217 )"
People,"Place of Birth","Born in United States",628803,"(+/- 3846 )",640867,"(+/- 4781 )",627424,"(+/- 8063 )",612167,"(+/- 6713 )",599328,"(+/- 7791 )",674526,"(+/- 6020 )",638048,"(+/- 3533 )",658653,"(+/- 2365 )"
People,"Place of Birth","State of residence",460387,"(+/- 5459 )",472729,"(+/- 7161 )",442314,"(+/- 7934 )",438211,"(+/- 6560 )",398540,"(+/- 9150 )",560564,"(+/- 6301 )",480933,"(+/- 4997 )",529646,"(+/- 4213 )"
People,"Place of Birth","Different state",168416,"(+/- 4354 )",168138,"(+/- 7278 )",185110,"(+/- 6349 )",173956,"(+/- 6095 )",200788,"(+/- 6700 )",113962,"(+/- 5331 )",157115,"(+/- 4470 )",129007,"(+/- 3722 )"
People,"Place of Birth","Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",4827,"(+/- 987 )",6508,"(+/- 1229 )",7425,"(+/- 1458 )",7173,"(+/- 1477 )",8777,"(+/- 1766 )",5689,"(+/- 1312 )",3270,"(+/- 898 )",3502,"(+/- 723 )"
People,"Place of Birth","Foreign born",44788,"(+/- 3485 )",66766,"(+/- 4722 )",89145,"(+/- 6883 )",98426,"(+/- 5475 )",110697,"(+/- 6371 )",42500,"(+/- 3749 )",21751,"(+/- 1855 )",10119,"(+/- 1345 )"
People,Ancestry,"Total population",678418,"(+/- 2466 )",714141,"(+/- 2818 )",723994,"(+/- 5700 )",717766,"(+/- 3482 )",718802,"(+/- 5722 )",722715,"(+/- 4797 )",663069,"(+/- 3156 )",672274,"(+/- 1656 )"
People,Ancestry,American,16740,"(+/- 1929 )",16678,"(+/- 2400 )",16984,"(+/- 2363 )",19521,"(+/- 3243 )",15652,"(+/- 2419 )",35657,"(+/- 5628 )",19283,"(+/- 2288 )",23041,"(+/- 2864 )"
People,Ancestry,Arab,2344,"(+/- 1006 )",3515,"(+/- 1111 )",5502,"(+/- 2650 )",3387,"(+/- 1273 )",3751,"(+/- 1419 )",5657,"(+/- 2581 )",767,"(+/- 394 )",1603,"(+/- 897 )"
People,Ancestry,Czech,15190,"(+/- 2099 )",13617,"(+/- 2428 )",9026,"(+/- 1655 )",6329,"(+/- 1098 )",8923,"(+/- 1939 )",8113,"(+/- 1759 )",11610,"(+/- 1293 )",6552,"(+/- 1092 )"
People,Ancestry,Danish,9171,"(+/- 1162 )",9144,"(+/- 1719 )",11299,"(+/- 2355 )",7355,"(+/- 1517 )",8613,"(+/- 1432 )",8091,"(+/- 1824 )",8854,"(+/- 1165 )",9067,"(+/- 1340 )"
People,Ancestry,Dutch,14496,"(+/- 1900 )",10973,"(+/- 2107 )",11630,"(+/- 1771 )",8593,"(+/- 1519 )",10368,"(+/- 1793 )",9200,"(+/- 2426 )",16274,"(+/- 1629 )",10330,"(+/- 1397 )"
People,Ancestry,English,32783,"(+/- 2743 )",42843,"(+/- 4688 )",42502,"(+/- 3348 )",39996,"(+/- 2922 )",38339,"(+/- 3014 )",32740,"(+/- 3144 )",21847,"(+/- 1991 )",38571,"(+/- 2483 )"
People,Ancestry,"French (except Basque)",16017,"(+/- 1880 )",22130,"(+/- 2859 )",27529,"(+/- 3656 )",22612,"(+/- 2627 )",19107,"(+/- 2110 )",31480,"(+/- 4229 )",19026,"(+/- 1883 )",25246,"(+/- 2196 )"
People,Ancestry,"French Canadian",5509,"(+/- 1653 )",6035,"(+/- 1177 )",6332,"(+/- 1381 )",7318,"(+/- 1440 )",4492,"(+/- 1087 )",6799,"(+/- 1426 )",5312,"(+/- 860 )",10799,"(+/- 1473 )"
People,Ancestry,German,262601,"(+/- 6203 )",234963,"(+/- 7905 )",200124,"(+/- 8282 )",171434,"(+/- 6264 )",153356,"(+/- 6166 )",265567,"(+/- 9223 )",250211,"(+/- 6280 )",202027,"(+/- 5445 )"
People,Ancestry,Greek,592,"(+/- 336 )",2227,"(+/- 1172 )",827,"(+/- 525 )",1946,"(+/- 818 )",3053,"(+/- 963 )",1826,"(+/- 908 )",368,"(+/- 280 )",815,"(+/- 350 )"
People,Ancestry,Hungarian,898,"(+/- 491 )",2520,"(+/- 1174 )",1834,"(+/- 946 )",2696,"(+/- 746 )",1404,"(+/- 729 )",1543,"(+/- 669 )",969,"(+/- 423 )",1151,"(+/- 436 )"
People,Ancestry,Irish,64177,"(+/- 4433 )",89651,"(+/- 5477 )",77447,"(+/- 5771 )",75784,"(+/- 5522 )",68846,"(+/- 4584 )",72950,"(+/- 5651 )",40527,"(+/- 3065 )",65812,"(+/- 3846 )"
People,Ancestry,Italian,9802,"(+/- 1829 )",18391,"(+/- 2791 )",17164,"(+/- 2070 )",21229,"(+/- 3071 )",19156,"(+/- 2494 )",15932,"(+/- 2773 )",5969,"(+/- 1176 )",19452,"(+/- 2031 )"
People,Ancestry,Lithuanian,607,"(+/- 335 )",599,"(+/- 480 )",1269,"(+/- 473 )",811,"(+/- 341 )",1489,"(+/- 560 )",460,"(+/- 308 )",381,"(+/- 236 )",486,"(+/- 243 )"
People,Ancestry,Norwegian,114749,"(+/- 5614 )",90706,"(+/- 5168 )",93519,"(+/- 5505 )",69659,"(+/- 4927 )",71024,"(+/- 5035 )",92367,"(+/- 5576 )",160052,"(+/- 4769 )",90340,"(+/- 4600 )"
People,Ancestry,Polish,22012,"(+/- 2094 )",28151,"(+/- 3177 )",32233,"(+/- 3656 )",25761,"(+/- 2341 )",27879,"(+/- 2432 )",46513,"(+/- 4371 )",21980,"(+/- 1751 )",36724,"(+/- 3281 )"
People,Ancestry,Portuguese,503,"(+/- 364 )",635,"(+/- 463 )",784,"(+/- 561 )",245,"(+/- 186 )",748,"(+/- 537 )",373,"(+/- 347 )",279,"(+/- 236 )",558,"(+/- 360 )"
People,Ancestry,Russian,3134,"(+/- 870 )",7337,"(+/- 2557 )",9040,"(+/- 2005 )",4855,"(+/- 1179 )",6207,"(+/- 1232 )",3371,"(+/- 1067 )",3812,"(+/- 950 )",3540,"(+/- 959 )"
People,Ancestry,Scotch-Irish,3107,"(+/- 761 )",4188,"(+/- 1383 )",3479,"(+/- 894 )",5047,"(+/- 1820 )",3756,"(+/- 796 )",2790,"(+/- 898 )",2233,"(+/- 510 )",4398,"(+/- 767 )"
People,Ancestry,Scottish,6485,"(+/- 1414 )",8002,"(+/- 1443 )",11179,"(+/- 2130 )",7910,"(+/- 1437 )",9470,"(+/- 1491 )",8213,"(+/- 2260 )",4611,"(+/- 747 )",7363,"(+/- 1174 )"
People,Ancestry,Slovak,784,"(+/- 510 )",1815,"(+/- 1025 )",734,"(+/- 497 )",1309,"(+/- 615 )",1223,"(+/- 453 )",664,"(+/- 342 )",437,"(+/- 295 )",1012,"(+/- 460 )"
People,Ancestry,"Subsaharan African",13939,"(+/- 2016 )",25624,"(+/- 3361 )",28125,"(+/- 6083 )",31993,"(+/- 4733 )",54512,"(+/- 6624 )",16872,"(+/- 3354 )",4711,"(+/- 1086 )",1119,"(+/- 589 )"
People,Ancestry,Swedish,28808,"(+/- 2870 )",48448,"(+/- 4120 )",60916,"(+/- 5776 )",50362,"(+/- 4447 )",49684,"(+/- 3737 )",57469,"(+/- 4092 )",49731,"(+/- 2652 )",72602,"(+/- 3848 )"
People,Ancestry,Swiss,3018,"(+/- 883 )",2290,"(+/- 668 )",2889,"(+/- 942 )",3020,"(+/- 955 )",2925,"(+/- 779 )",1215,"(+/- 397 )",1789,"(+/- 483 )",1494,"(+/- 338 )"
People,Ancestry,Ukrainian,680,"(+/- 447 )",2637,"(+/- 1068 )",2553,"(+/- 848 )",1545,"(+/- 689 )",2742,"(+/- 727 )",1413,"(+/- 650 )",862,"(+/- 396 )",820,"(+/- 302 )"
People,Ancestry,Welsh,3187,"(+/- 829 )",2825,"(+/- 955 )",4233,"(+/- 1284 )",2863,"(+/- 771 )",2826,"(+/- 613 )",2748,"(+/- 1029 )",1590,"(+/- 461 )",2287,"(+/- 511 )"
People,Ancestry,"West Indian (excluding Hispanic origin groups)",58,"(+/- 73 )",1035,"(+/- 455 )",1421,"(+/- 716 )",1659,"(+/- 1287 )",3202,"(+/- 1250 )",394,"(+/- 417 )",334,"(+/- 258 )",353,"(+/- 209 )"
People,"Veteran Status","Civilian population 18 years and over",521982,"(+/- 1919 )",537674,"(+/- 2546 )",552373,"(+/- 5670 )",547129,"(+/- 2733 )",569735,"(+/- 5478 )",541258,"(+/- 4361 )",506379,"(+/- 2354 )",530287,"(+/- 1191 )"
People,"Veteran Status","Civilian veterans",36722,"(+/- 2081 )",35284,"(+/- 2006 )",32702,"(+/- 2415 )",30684,"(+/- 2653 )",27429,"(+/- 2041 )",38478,"(+/- 2844 )",41704,"(+/- 1939 )",51374,"(+/- 1787 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population",668540,"(+/- 3107 )",709368,"(+/- 2924 )",721043,"(+/- 5700 )",711083,"(+/- 3645 )",712776,"(+/- 5995 )",716342,"(+/- 4897 )",654483,"(+/- 3328 )",659929,"(+/- 2392 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",74858,"(+/- 3547 )",64532,"(+/- 3935 )",65230,"(+/- 3858 )",73895,"(+/- 4868 )",80095,"(+/- 3580 )",68540,"(+/- 3967 )",84054,"(+/- 3177 )",97540,"(+/- 3321 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years",156138,"(+/- 1522 )",175835,"(+/- 1579 )",171348,"(+/- 5221 )",170404,"(+/- 1978 )",148861,"(+/- 4952 )",180927,"(+/- 3309 )",155947,"(+/- 2034 )",140672,"(+/- 1288 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",6330,"(+/- 1098 )",3909,"(+/- 1019 )",5549,"(+/- 1040 )",5576,"(+/- 1626 )",6839,"(+/- 1863 )",5707,"(+/- 1138 )",6485,"(+/- 1004 )",7060,"(+/- 1287 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years",399971,"(+/- 2441 )",436996,"(+/- 2437 )",436940,"(+/- 5277 )",439220,"(+/- 2789 )",476827,"(+/- 4944 )",443465,"(+/- 4246 )",374436,"(+/- 2239 )",387225,"(+/- 1904 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",34063,"(+/- 2282 )",31360,"(+/- 2618 )",30402,"(+/- 2488 )",39329,"(+/- 3721 )",42615,"(+/- 3105 )",33034,"(+/- 3157 )",37462,"(+/- 2321 )",48216,"(+/- 2341 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over",112431,"(+/- 1208 )",96537,"(+/- 1676 )",112755,"(+/- 3728 )",101459,"(+/- 1809 )",87088,"(+/- 3383 )",91950,"(+/- 2422 )",124100,"(+/- 1424 )",132032,"(+/- 1025 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",34465,"(+/- 1729 )",29263,"(+/- 2078 )",29279,"(+/- 2638 )",28990,"(+/- 2092 )",30641,"(+/- 2236 )",29799,"(+/- 2134 )",40107,"(+/- 1859 )",42264,"(+/- 1988 )"
People,"Residence 1 Year Ago","Population 1 year and over",670813,"(+/- 2651 )",705731,"(+/- 3143 )",715408,"(+/- 5930 )",707732,"(+/- 3608 )",709713,"(+/- 5864 )",714003,"(+/- 4878 )",655095,"(+/- 3382 )",664995,"(+/- 1931 )"
People,"Residence 1 Year Ago","Same house",579431,"(+/- 6761 )",624569,"(+/- 7533 )",629176,"(+/- 8133 )",596761,"(+/- 8765 )",573286,"(+/- 8249 )",623119,"(+/- 8329 )",576990,"(+/- 4479 )",578100,"(+/- 5485 )"
People,"Residence 1 Year Ago","Different house in the U.S.",89230,"(+/- 5966 )",78404,"(+/- 6979 )",82214,"(+/- 6671 )",105586,"(+/- 8411 )",130831,"(+/- 7944 )",88458,"(+/- 5944 )",75929,"(+/- 3508 )",85546,"(+/- 4894 )"
People,"Residence 1 Year Ago","Same county",46666,"(+/- 4515 )",30715,"(+/- 4200 )",50328,"(+/- 5568 )",55834,"(+/- 7075 )",76532,"(+/- 6672 )",39059,"(+/- 4846 )",37585,"(+/- 3674 )",44138,"(+/- 3485 )"
People,"Residence 1 Year Ago","Different county",42564,"(+/- 3820 )",47689,"(+/- 5574 )",31886,"(+/- 4781 )",49752,"(+/- 5438 )",54299,"(+/- 4252 )",49399,"(+/- 4704 )",38344,"(+/- 3015 )",41408,"(+/- 3884 )"
People,"Residence 1 Year Ago","Same state",28909,"(+/- 3212 )",36390,"(+/- 4952 )",21004,"(+/- 3657 )",37540,"(+/- 4667 )",33556,"(+/- 4101 )",41992,"(+/- 4078 )",24815,"(+/- 2323 )",30865,"(+/- 3501 )"
People,"Residence 1 Year Ago","Different state",13655,"(+/- 2167 )",11299,"(+/- 2421 )",10882,"(+/- 2915 )",12212,"(+/- 2114 )",20743,"(+/- 3002 )",7407,"(+/- 1919 )",13529,"(+/- 1772 )",10543,"(+/- 1586 )"
People,"Residence 1 Year Ago",Abroad,2152,"(+/- 690 )",2758,"(+/- 1130 )",4018,"(+/- 1503 )",5385,"(+/- 1690 )",5596,"(+/- 1340 )",2426,"(+/- 1006 )",2176,"(+/- 581 )",1349,"(+/- 430 )"
Workers,"Employment Status","Population 16 years and over",539835,"(+/- 2325 )",557312,"(+/- 2961 )",572756,"(+/- 6051 )",565063,"(+/- 3136 )",582327,"(+/- 5682 )",563428,"(+/- 4578 )",523246,"(+/- 2676 )",547982,"(+/- 1423 )"
Workers,"Employment Status","In labor force",369349,"(+/- 3908 )",401767,"(+/- 4255 )",409981,"(+/- 6407 )",386646,"(+/- 5702 )",427100,"(+/- 6075 )",408341,"(+/- 5881 )",341503,"(+/- 3908 )",335793,"(+/- 4120 )"
Workers,"Employment Status","Civilian labor force",369248,"(+/- 3905 )",401353,"(+/- 4231 )",409783,"(+/- 6408 )",386535,"(+/- 5719 )",427100,"(+/- 6075 )",408025,"(+/- 5891 )",341104,"(+/- 3882 )",335009,"(+/- 4128 )"
Workers,"Employment Status",Employed,359015,"(+/- 3969 )",389258,"(+/- 4376 )",397374,"(+/- 6532 )",372953,"(+/- 5800 )",409396,"(+/- 6500 )",394934,"(+/- 5792 )",329801,"(+/- 3901 )",320804,"(+/- 4419 )"
Workers,"Employment Status",Unemployed,10233,"(+/- 1365 )",12095,"(+/- 1734 )",12409,"(+/- 1630 )",13582,"(+/- 1934 )",17704,"(+/- 2449 )",13091,"(+/- 1866 )",11303,"(+/- 1279 )",14205,"(+/- 1487 )"
Workers,"Employment Status","Armed Forces",101,"(+/- 92 )",414,"(+/- 407 )",198,"(+/- 210 )",111,"(+/- 143 )",0,"(+/- 147 )",316,"(+/- 236 )",399,"(+/- 237 )",784,"(+/- 389 )"
Workers,"Employment Status","Not in labor force",170486,"(+/- 3707 )",155545,"(+/- 4539 )",162775,"(+/- 4866 )",178417,"(+/- 5119 )",155227,"(+/- 5442 )",155087,"(+/- 5313 )",181743,"(+/- 2830 )",212189,"(+/- 4031 )"
Workers,"Employment Status","Civilian labor force",369248,"(+/- 3905 )",401353,"(+/- 4231 )",409783,"(+/- 6408 )",386535,"(+/- 5719 )",427100,"(+/- 6075 )",408025,"(+/- 5891 )",341104,"(+/- 3882 )",335009,"(+/- 4128 )"
Workers,"Employment Status","Unemployment Rate",2.8,"(+/- 0.4 )",3.0,"(+/- 0.4 )",3.0,"(+/- 0.4 )",3.5,"(+/- 0.5 )",4.1,"(+/- 0.6 )",3.2,"(+/- 0.4 )",3.3,"(+/- 0.4 )",4.2,"(+/- 0.4 )"
Workers,"Commuting to Work","Workers 16 years and over",351625,"(+/- 3989 )",383336,"(+/- 4447 )",392352,"(+/- 6441 )",365886,"(+/- 6006 )",401127,"(+/- 6510 )",388730,"(+/- 5726 )",324345,"(+/- 3890 )",315465,"(+/- 4466 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",274801,"(+/- 4102 )",307945,"(+/- 5327 )",311445,"(+/- 6694 )",273637,"(+/- 6691 )",269996,"(+/- 6208 )",324484,"(+/- 6339 )",257667,"(+/- 4094 )",250835,"(+/- 4448 )"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",32833,"(+/- 2464 )",31013,"(+/- 3418 )",29983,"(+/- 3322 )",36555,"(+/- 3536 )",31032,"(+/- 2447 )",26748,"(+/- 2596 )",27047,"(+/- 1678 )",30273,"(+/- 2539 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",7580,"(+/- 1269 )",11694,"(+/- 2053 )",12658,"(+/- 1932 )",19171,"(+/- 1962 )",40258,"(+/- 3778 )",6488,"(+/- 1371 )",2256,"(+/- 635 )",3632,"(+/- 891 )"
Workers,"Commuting to Work",Walked,12009,"(+/- 1536 )",4794,"(+/- 1179 )",4966,"(+/- 1369 )",8923,"(+/- 1467 )",22850,"(+/- 2638 )",6959,"(+/- 1293 )",10583,"(+/- 1189 )",9459,"(+/- 1470 )"
Workers,"Commuting to Work","Other means",3933,"(+/- 716 )",3824,"(+/- 1225 )",4019,"(+/- 944 )",4898,"(+/- 1177 )",16573,"(+/- 1903 )",2835,"(+/- 844 )",3798,"(+/- 696 )",4707,"(+/- 945 )"
Workers,"Commuting to Work","Worked at home",20469,"(+/- 1929 )",24066,"(+/- 2150 )",29281,"(+/- 2382 )",22702,"(+/- 1996 )",20418,"(+/- 2201 )",21216,"(+/- 1774 )",22994,"(+/- 1407 )",16559,"(+/- 1411 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",19.5,"(+/- 0.5 )",25.4,"(+/- 0.4 )",24.7,"(+/- 0.5 )",24.0,"(+/- 0.5 )",23.1,"(+/- 0.4 )",27.9,"(+/- 0.6 )",20.5,"(+/- 0.5 )",24.6,"(+/- 0.4 )"
