Topic,Subject,Title,"District (At Large) Estimate","District (At Large) MOE"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",104562,"(+/- 4937 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years",213322,"(+/- 2092 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",7056,"(+/- 1365 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years",511407,"(+/- 2552 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",53828,"(+/- 3932 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over",139869,"(+/- 1212 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",43678,"(+/- 2788 )"
People,"Residence 1 Year Ago","Population 1 year and over",871271,"(+/- 1414 )"
People,"Residence 1 Year Ago","Same house",740970,"(+/- 7483 )"
People,"Residence 1 Year Ago","Different house in the U.S.",126952,"(+/- 7352 )"
People,"Residence 1 Year Ago","Same county",61767,"(+/- 5746 )"
People,"Residence 1 Year Ago","Different county",65185,"(+/- 5306 )"
People,"Residence 1 Year Ago","Same state",38410,"(+/- 4441 )"
People,"Residence 1 Year Ago","Different state",26775,"(+/- 3764 )"
People,"Residence 1 Year Ago",Abroad,3349,"(+/- 1373 )"
Workers,"Employment Status","Population 16 years and over",690183,"(+/- 2661 )"
Workers,"Employment Status","In labor force",470490,"(+/- 6188 )"
Workers,"Employment Status","Civilian labor force",467568,"(+/- 6229 )"
Workers,"Employment Status",Employed,453723,"(+/- 6188 )"
Workers,"Employment Status",Unemployed,13845,"(+/- 1915 )"
Workers,"Employment Status","Armed Forces",2922,"(+/- 699 )"
Workers,"Employment Status","Not in labor force",219693,"(+/- 5643 )"
Workers,"Employment Status","Civilian labor force",467568,"(+/- 6229 )"
Workers,"Employment Status","Unemployment Rate",3.0,"(+/- 0.4 )"
Workers,"Commuting to Work","Workers 16 years and over",448044,"(+/- 5861 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",363161,"(+/- 6314 )"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",39397,"(+/- 3821 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",1100,"(+/- 608 )"
Workers,"Commuting to Work",Walked,12744,"(+/- 1782 )"
Workers,"Commuting to Work","Other means",4045,"(+/- 1011 )"
Workers,"Commuting to Work","Worked at home",27597,"(+/- 2410 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",17.3,"(+/- 0.4 )"
Workers,Occupation,"Civilian employed population 16 years and over",453723,"(+/- 6188 )"
Workers,Occupation,"Management, business, science, and arts occupations",160067,"(+/- 4629 )"
Workers,Occupation,"Service occupations",86793,"(+/- 4542 )"
Workers,Occupation,"Sales and office occupations",95947,"(+/- 4491 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",45864,"(+/- 2875 )"
Workers,Occupation,"Production, transportation, and material moving occupations",65052,"(+/- 4027 )"
Workers,Industry,"Civilian employed population 16 years and over",453723,"(+/- 6188 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",28525,"(+/- 2003 )"
Workers,Industry,Construction,31755,"(+/- 2751 )"
Workers,Industry,Manufacturing,45924,"(+/- 3698 )"
Workers,Industry,"Wholesale trade",13114,"(+/- 1767 )"
Workers,Industry,"Retail trade",51461,"(+/- 3686 )"
Workers,Industry,"Transportation and warehousing, and utilities",20012,"(+/- 2016 )"
Workers,Industry,Information,6861,"(+/- 1176 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",31220,"(+/- 2868 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",30219,"(+/- 2595 )"
Workers,Industry,"Educational services, and health care and social assistance",112933,"(+/- 4614 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",38884,"(+/- 3326 )"
Workers,Industry,"Other services, except public administration",21181,"(+/- 2186 )"
Workers,Industry,"Public administration",21634,"(+/- 2246 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",453723,"(+/- 6188 )"
Workers,"Class of Worker","Private wage and salary workers",352765,"(+/- 6939 )"
Workers,"Class of Worker","Government workers",65088,"(+/- 3951 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",34516,"(+/- 2315 )"
Workers,"Class of Worker","Unpaid family workers",1354,"(+/- 479 )"
Housing,"Housing Occupancy","Total housing units",397506,"(+/- 284 )"
Housing,"Housing Occupancy","Occupied housing units",345449,"(+/- 3406 )"
Housing,"Housing Occupancy","Vacant housing units",52057,"(+/- 3475 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.6,"(+/- 0.5 )"
Housing,"Housing Occupancy","Rental vacancy rate",7.5,"(+/- 1.6 )"
Housing,"Housing Tenure","Occupied housing units",345449,"(+/- 3406 )"
Housing,"Housing Tenure",Owner-occupied,234487,"(+/- 4225 )"
Housing,"Housing Tenure",Renter-occupied,110962,"(+/- 4183 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.55,"(+/- 0.03 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.26,"(+/- 0.06 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",345449,"(+/- 3406 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",66175,"(+/- 3840 )"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",57868,"(+/- 3299 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",65761,"(+/- 3775 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",71540,"(+/- 3161 )"
Housing,"Year Householder Moved into Unit","Moved in 1980 to 1989",39266,"(+/- 2280 )"
Housing,"Year Householder Moved into Unit","Moved in 1979 and earlier",44839,"(+/- 2177 )"
Housing,Value,"Owner-occupied units",234487,"(+/- 4225 )"
Housing,Value,"Less than $50,000",25533,"(+/- 1956 )"
Housing,Value,"$50,000 to $99,999",31751,"(+/- 2258 )"
Housing,Value,"$100,000 to $149,999",36746,"(+/- 2664 )"
Housing,Value,"$150,000 to $199,999",44137,"(+/- 3012 )"
Housing,Value,"$200,000 to $299,999",50490,"(+/- 3546 )"
Housing,Value,"$300,000 to $499,999",33952,"(+/- 2153 )"
Housing,Value,"$500,000 to $999,999",9747,"(+/- 1267 )"
Housing,Value,"$1,000,000 or more",2131,"(+/- 590 )"
Housing,Value,"Median (dollars)",171500,"(+/- 3010 )"
Housing,"Mortgage Status","Owner-occupied units",234487,"(+/- 4225 )"
Housing,"Mortgage Status","Housing units with a mortgage",129323,"(+/- 3944 )"
Housing,"Mortgage Status","Housing units without a mortgage",105164,"(+/- 3641 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",129323,"(+/- 3944 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",1656,"(+/- 532 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",32115,"(+/- 2344 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",49321,"(+/- 3193 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",27141,"(+/- 2477 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",10018,"(+/- 1379 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",3882,"(+/- 930 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",5190,"(+/- 1020 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1301,"(+/- 27 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",105164,"(+/- 3641 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",9313,"(+/- 1095 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",25504,"(+/- 1818 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",39096,"(+/- 2809 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",18779,"(+/- 1823 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",6881,"(+/- 1031 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",5591,"(+/- 995 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",477,"(+/- 9 )"
Housing,"Gross Rent","Occupied units paying rent",102447,"(+/- 4101 )"
Housing,"Gross Rent","Less than $500",19451,"(+/- 1940 )"
Housing,"Gross Rent","$500 to $999",61649,"(+/- 3626 )"
Housing,"Gross Rent","$1,000 to $1,499",16715,"(+/- 2081 )"
Housing,"Gross Rent","$1,500 to $1,999",2818,"(+/- 811 )"
Housing,"Gross Rent","$2,000 to $2,499",658,"(+/- 461 )"
Housing,"Gross Rent","$2,500 to $2,999",249,"(+/- 222 )"
Housing,"Gross Rent","$3,000 or more",907,"(+/- 362 )"
Housing,"Gross Rent","Median (dollars)",734,"(+/- 14 )"
Housing,"Gross Rent","No rent paid",8515,"(+/- 1050 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Total households",345449,"(+/- 3406 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Less than $10,000",19810,"(+/- 2307 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$10,000 to $14,999",15170,"(+/- 1570 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$15,000 to $24,999",29157,"(+/- 2342 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$25,000 to $34,999",37902,"(+/- 2882 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$35,000 to $49,999",51952,"(+/- 3312 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$50,000 to $74,999",65438,"(+/- 3459 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$75,000 to $99,999",51063,"(+/- 3340 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$100,000 to $149,999",47246,"(+/- 2552 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$150,000 to $199,000",14742,"(+/- 1677 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$200,000 or more",12969,"(+/- 1719 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Median household income (dollars)",56274,"(+/- 1454 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Mean household income (dollars)",74046,"(+/- 2154 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",864598,"(+/- 699 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",779891,"(+/- 5412 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",622576,"(+/- 8446 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",262780,"(+/- 6815 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",84707,"(+/- 5276 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",225191,"(+/- 3036 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",13311,"(+/- 2064 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",8.0,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",13.3,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",15.6,"(+/- 4.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",3.1,"(+/- 0.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",3.8,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",3.6,"(+/- 2.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",30.2,"(+/- 3.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",36.7,"(+/- 4.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",48.9,"(+/- 12.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",13.1,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",16.4,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",16.0,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",18.3,"(+/- 2.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",15.1,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",12.0,"(+/- 0.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",9.0,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",10.0,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",24.4,"(+/- 1.6 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",219023,"(+/- 3774 )"
Education,"School Enrollment","Nursery school, preschool",17294,"(+/- 1406 )"
Education,"School Enrollment",Kindergarten,11547,"(+/- 1341 )"
Education,"School Enrollment","Elementary school (grades 1-8)",94949,"(+/- 2865 )"
Education,"School Enrollment","High school (grades 9-12)",45809,"(+/- 2151 )"
Education,"School Enrollment","College or graduate school",49424,"(+/- 2595 )"
Education,"Educational Attainment","Population 25 years and over",582850,"(+/- 2487 )"
Education,"Educational Attainment","Less than 9th grade",16315,"(+/- 1905 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",28842,"(+/- 2941 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",180511,"(+/- 5959 )"
Education,"Educational Attainment","Some college, no degree",115946,"(+/- 4521 )"
Education,"Educational Attainment","Associate's degree",70838,"(+/- 4163 )"
Education,"Educational Attainment","Bachelor's degree",117943,"(+/- 4944 )"
Education,"Educational Attainment","Graduate or professional degree",52455,"(+/- 3729 )"
Education,"Educational Attainment","Percent high school graduate or higher",92.3,"(+/- 0.6 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",29.2,"(+/- 1.0 )"
