Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE"
People,Race,"One race",753288,"(+/- 3440 )",691228,"(+/- 5977 )",739130,"(+/- 6442 )",757934,"(+/- 3884 )"
People,Race,White,519886,"(+/- 3352 )",218531,"(+/- 5164 )",444887,"(+/- 5969 )",552151,"(+/- 3840 )"
People,Race,"Black or African American",213965,"(+/- 4857 )",465342,"(+/- 6409 )",272635,"(+/- 7451 )",183657,"(+/- 4556 )"
People,Race,"American Indian and Alaska Native",1791,"(+/- 1123 )",2068,"(+/- 433 )",7793,"(+/- 718 )",1582,"(+/- 762 )"
People,Race,Asian,4848,"(+/- 1239 )",1403,"(+/- 670 )",8992,"(+/- 988 )",10899,"(+/- 1125 )"
People,Race,"Native Hawaiian and Other Pacific Islander",110,"(+/- 136 )",115,"(+/- 108 )",509,"(+/- 543 )",638,"(+/- 694 )"
People,Race,"Some other race",12688,"(+/- 2977 )",3769,"(+/- 1225 )",4314,"(+/- 1614 )",9007,"(+/- 2285 )"
People,Race,"Two or more races",16307,"(+/- 2682 )",4569,"(+/- 1545 )",7025,"(+/- 2117 )",17049,"(+/- 3516 )"
People,"Hispanic or Latino and Race","Total population",769595,"(+/- 2670 )",695797,"(+/- 5681 )",746155,"(+/- 6171 )",774983,"(+/- 1541 )"
People,"Hispanic or Latino and Race","Hispanic or Latino (of any race)",25696,"(+/- 1026 )",12593,"(+/- 2267 )",15224,"(+/- 2437 )",33613,"(+/- 11 )"
People,"Hispanic or Latino and Race",Mexican,17432,"(+/- 2153 )",6290,"(+/- 1749 )",8022,"(+/- 2250 )",15842,"(+/- 2540 )"
People,"Hispanic or Latino and Race","Puerto Rican",1214,"(+/- 703 )",1126,"(+/- 695 )",654,"(+/- 525 )",8732,"(+/- 2320 )"
People,"Hispanic or Latino and Race",Cuban,1174,"(+/- 1126 )",222,"(+/- 272 )",192,"(+/- 203 )",157,"(+/- 171 )"
People,"Hispanic or Latino and Race","Other Hispanic or Latino",5876,"(+/- 1891 )",4955,"(+/- 2326 )",6356,"(+/- 1971 )",8882,"(+/- 2178 )"
People,"Hispanic or Latino and Race","Not Hispanic or Latino",743899,"(+/- 2852 )",683204,"(+/- 5984 )",730931,"(+/- 6486 )",741370,"(+/- 1540 )"
People,"Place of Birth","Total population",769595,"(+/- 2670 )",695797,"(+/- 5681 )",746155,"(+/- 6171 )",774983,"(+/- 1541 )"
People,"Place of Birth",Native,750740,"(+/- 3990 )",688002,"(+/- 5883 )",724630,"(+/- 6621 )",752298,"(+/- 3583 )"
People,"Place of Birth","Born in United States",747100,"(+/- 4306 )",685606,"(+/- 5818 )",721451,"(+/- 6773 )",740588,"(+/- 4184 )"
People,"Place of Birth","State of residence",486988,"(+/- 7617 )",588067,"(+/- 8710 )",578984,"(+/- 9851 )",487314,"(+/- 9834 )"
People,"Place of Birth","Different state",260112,"(+/- 7155 )",97539,"(+/- 5518 )",142467,"(+/- 7703 )",253274,"(+/- 9916 )"
People,"Place of Birth","Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",3640,"(+/- 1125 )",2396,"(+/- 699 )",3179,"(+/- 1017 )",11710,"(+/- 2411 )"
People,"Place of Birth","Foreign born",18855,"(+/- 2622 )",7795,"(+/- 1533 )",21525,"(+/- 2884 )",22685,"(+/- 3082 )"
People,Ancestry,"Total population",769595,"(+/- 2670 )",695797,"(+/- 5681 )",746155,"(+/- 6171 )",774983,"(+/- 1541 )"
People,Ancestry,American,85305,"(+/- 6270 )",42809,"(+/- 4962 )",100765,"(+/- 7192 )",80925,"(+/- 6682 )"
People,Ancestry,Arab,1589,"(+/- 918 )",1456,"(+/- 645 )",2801,"(+/- 1580 )",2084,"(+/- 1747 )"
People,Ancestry,Czech,1146,"(+/- 1381 )",267,"(+/- 326 )",1010,"(+/- 691 )",1370,"(+/- 998 )"
People,Ancestry,Danish,1020,"(+/- 701 )",75,"(+/- 126 )",186,"(+/- 203 )",855,"(+/- 574 )"
People,Ancestry,Dutch,4395,"(+/- 1421 )",1626,"(+/- 903 )",2682,"(+/- 862 )",5324,"(+/- 2054 )"
People,Ancestry,English,53495,"(+/- 5027 )",17849,"(+/- 2547 )",43891,"(+/- 3946 )",54915,"(+/- 5746 )"
People,Ancestry,"French (except Basque)",9355,"(+/- 1889 )",6606,"(+/- 2109 )",11096,"(+/- 3162 )",41394,"(+/- 4692 )"
People,Ancestry,"French Canadian",1398,"(+/- 900 )",154,"(+/- 221 )",773,"(+/- 424 )",3441,"(+/- 1522 )"
People,Ancestry,German,38032,"(+/- 4557 )",12872,"(+/- 2606 )",32210,"(+/- 4503 )",48501,"(+/- 4615 )"
People,Ancestry,Greek,722,"(+/- 834 )",98,"(+/- 127 )",429,"(+/- 392 )",1873,"(+/- 940 )"
People,Ancestry,Hungarian,365,"(+/- 268 )",68,"(+/- 135 )",1201,"(+/- 1692 )",874,"(+/- 788 )"
People,Ancestry,Irish,58273,"(+/- 5572 )",21835,"(+/- 2959 )",43296,"(+/- 4367 )",69921,"(+/- 6131 )"
People,Ancestry,Italian,10762,"(+/- 2198 )",5492,"(+/- 1398 )",13491,"(+/- 2843 )",22624,"(+/- 4668 )"
People,Ancestry,Lithuanian,46,"(+/- 79 )",44,"(+/- 71 )",242,"(+/- 325 )",260,"(+/- 255 )"
People,Ancestry,Norwegian,1400,"(+/- 832 )",449,"(+/- 302 )",1569,"(+/- 889 )",3352,"(+/- 1243 )"
People,Ancestry,Polish,2757,"(+/- 965 )",2178,"(+/- 999 )",2470,"(+/- 899 )",4379,"(+/- 1615 )"
People,Ancestry,Portuguese,127,"(+/- 122 )",177,"(+/- 208 )",331,"(+/- 270 )",1180,"(+/- 923 )"
People,Ancestry,Russian,2113,"(+/- 1391 )",0,"(+/- 218 )",1957,"(+/- 1169 )",1890,"(+/- 1283 )"
People,Ancestry,Scotch-Irish,13903,"(+/- 3698 )",5858,"(+/- 1472 )",11633,"(+/- 2339 )",10266,"(+/- 2213 )"
People,Ancestry,Scottish,12581,"(+/- 2711 )",4034,"(+/- 1059 )",11224,"(+/- 2916 )",14065,"(+/- 2835 )"
People,Ancestry,Slovak,84,"(+/- 104 )",20,"(+/- 29 )",282,"(+/- 308 )",1873,"(+/- 2227 )"
People,Ancestry,"Subsaharan African",3644,"(+/- 1303 )",6231,"(+/- 1876 )",3526,"(+/- 1296 )",2600,"(+/- 968 )"
People,Ancestry,Swedish,2470,"(+/- 1177 )",817,"(+/- 641 )",1877,"(+/- 991 )",4049,"(+/- 2559 )"
People,Ancestry,Swiss,394,"(+/- 298 )",81,"(+/- 114 )",111,"(+/- 117 )",471,"(+/- 358 )"
People,Ancestry,Ukrainian,117,"(+/- 168 )",95,"(+/- 114 )",453,"(+/- 428 )",138,"(+/- 184 )"
People,Ancestry,Welsh,4154,"(+/- 1947 )",323,"(+/- 196 )",2087,"(+/- 721 )",2980,"(+/- 1184 )"
People,Ancestry,"West Indian (excluding Hispanic origin groups)",15,"(+/- 25 )",195,"(+/- 212 )",1195,"(+/- 696 )",1602,"(+/- 1289 )"
People,"Veteran Status","Civilian population 18 years and over",587128,"(+/- 2467 )",526827,"(+/- 4529 )",571164,"(+/- 4958 )",585136,"(+/- 2310 )"
People,"Veteran Status","Civilian veterans",40868,"(+/- 2996 )",26823,"(+/- 2430 )",35982,"(+/- 3440 )",59253,"(+/- 4222 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population",757863,"(+/- 3217 )",676672,"(+/- 7210 )",727661,"(+/- 7224 )",757477,"(+/- 2796 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",118250,"(+/- 5197 )",118939,"(+/- 5855 )",112961,"(+/- 5954 )",130633,"(+/- 7040 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years",180081,"(+/- 2104 )",167713,"(+/- 3459 )",172852,"(+/- 3680 )",183088,"(+/- 2018 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",7415,"(+/- 1726 )",9041,"(+/- 2142 )",9400,"(+/- 1884 )",9435,"(+/- 1961 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years",460131,"(+/- 3015 )",405103,"(+/- 5308 )",435669,"(+/- 5072 )",454011,"(+/- 3257 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",64692,"(+/- 4175 )",68875,"(+/- 4232 )",59232,"(+/- 5088 )",69961,"(+/- 5473 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over",117651,"(+/- 1812 )",103856,"(+/- 2290 )",119140,"(+/- 2927 )",120378,"(+/- 2217 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",46143,"(+/- 3138 )",41023,"(+/- 2427 )",44329,"(+/- 2849 )",51237,"(+/- 3430 )"
People,"Residence 1 Year Ago","Population 1 year and over",761699,"(+/- 2813 )",689316,"(+/- 5924 )",737638,"(+/- 6047 )",767064,"(+/- 2291 )"
People,"Residence 1 Year Ago","Same house",668825,"(+/- 7410 )",609217,"(+/- 9112 )",652124,"(+/- 8733 )",652181,"(+/- 9734 )"
People,"Residence 1 Year Ago","Different house in the U.S.",91901,"(+/- 7359 )",77731,"(+/- 7727 )",82866,"(+/- 7047 )",113290,"(+/- 9444 )"
People,"Residence 1 Year Ago","Same county",49406,"(+/- 6108 )",51849,"(+/- 7049 )",42004,"(+/- 5206 )",59996,"(+/- 7517 )"
People,"Residence 1 Year Ago","Different county",42495,"(+/- 4995 )",25882,"(+/- 3514 )",40862,"(+/- 5390 )",53294,"(+/- 6595 )"
People,"Residence 1 Year Ago","Same state",25586,"(+/- 4642 )",16614,"(+/- 2906 )",26974,"(+/- 4068 )",25359,"(+/- 4807 )"
People,"Residence 1 Year Ago","Different state",16909,"(+/- 3562 )",9268,"(+/- 1844 )",13888,"(+/- 3561 )",27935,"(+/- 5217 )"
People,"Residence 1 Year Ago",Abroad,973,"(+/- 612 )",2368,"(+/- 1147 )",2648,"(+/- 1264 )",1593,"(+/- 1039 )"
Workers,"Employment Status","Population 16 years and over",609689,"(+/- 2862 )",548039,"(+/- 4905 )",590487,"(+/- 4738 )",614466,"(+/- 3089 )"
Workers,"Employment Status","In labor force",359070,"(+/- 6302 )",289702,"(+/- 6613 )",336636,"(+/- 7172 )",351351,"(+/- 7275 )"
Workers,"Employment Status","Civilian labor force",357299,"(+/- 6434 )",289073,"(+/- 6493 )",335067,"(+/- 7228 )",344767,"(+/- 7104 )"
Workers,"Employment Status",Employed,334018,"(+/- 6481 )",263410,"(+/- 5849 )",316785,"(+/- 7379 )",317197,"(+/- 7340 )"
Workers,"Employment Status",Unemployed,23281,"(+/- 3017 )",25663,"(+/- 3085 )",18282,"(+/- 2392 )",27570,"(+/- 3441 )"
Workers,"Employment Status","Armed Forces",1771,"(+/- 731 )",629,"(+/- 426 )",1569,"(+/- 640 )",6584,"(+/- 1076 )"
Workers,"Employment Status","Not in labor force",250619,"(+/- 6646 )",258337,"(+/- 6136 )",253851,"(+/- 6686 )",263115,"(+/- 7204 )"
Workers,"Employment Status","Civilian labor force",357299,"(+/- 6434 )",289073,"(+/- 6493 )",335067,"(+/- 7228 )",344767,"(+/- 7104 )"
Workers,"Employment Status","Unemployment Rate",6.5,"(+/- 0.8 )",8.9,"(+/- 1.0 )",5.5,"(+/- 0.7 )",8.0,"(+/- 1.0 )"
Workers,"Commuting to Work","Workers 16 years and over",329812,"(+/- 6499 )",257381,"(+/- 6010 )",313458,"(+/- 7064 )",316829,"(+/- 7629 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",287437,"(+/- 6253 )",213545,"(+/- 6773 )",271847,"(+/- 7045 )",267843,"(+/- 7853 )"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",24999,"(+/- 2958 )",29229,"(+/- 4063 )",25662,"(+/- 2979 )",28234,"(+/- 3044 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",153,"(+/- 166 )",1207,"(+/- 503 )",1117,"(+/- 743 )",571,"(+/- 465 )"
Workers,"Commuting to Work",Walked,2679,"(+/- 877 )",3530,"(+/- 854 )",3288,"(+/- 1094 )",7195,"(+/- 1488 )"
Workers,"Commuting to Work","Other means",3726,"(+/- 1151 )",2791,"(+/- 1020 )",3491,"(+/- 1135 )",6839,"(+/- 1719 )"
Workers,"Commuting to Work","Worked at home",10818,"(+/- 1763 )",7079,"(+/- 1597 )",8053,"(+/- 1404 )",6147,"(+/- 1377 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",23.9,"(+/- 0.7 )",23.7,"(+/- 0.9 )",25.5,"(+/- 0.8 )",26.7,"(+/- 1.0 )"
Workers,Occupation,"Civilian employed population 16 years and over",334018,"(+/- 6481 )",263410,"(+/- 5849 )",316785,"(+/- 7379 )",317197,"(+/- 7340 )"
Workers,Occupation,"Management, business, science, and arts occupations",100716,"(+/- 4962 )",74698,"(+/- 3888 )",121235,"(+/- 5600 )",102869,"(+/- 5645 )"
Workers,Occupation,"Service occupations",55601,"(+/- 3608 )",51451,"(+/- 4003 )",55293,"(+/- 4176 )",62559,"(+/- 5178 )"
Workers,Occupation,"Sales and office occupations",69234,"(+/- 4327 )",54706,"(+/- 4349 )",62521,"(+/- 4624 )",67769,"(+/- 5075 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",29804,"(+/- 2993 )",27718,"(+/- 2855 )",31555,"(+/- 3177 )",36485,"(+/- 3297 )"
Workers,Occupation,"Production, transportation, and material moving occupations",78663,"(+/- 4114 )",54837,"(+/- 3795 )",46181,"(+/- 3598 )",47515,"(+/- 4486 )"
Workers,Industry,"Civilian employed population 16 years and over",334018,"(+/- 6481 )",263410,"(+/- 5849 )",316785,"(+/- 7379 )",317197,"(+/- 7340 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",5724,"(+/- 1263 )",7420,"(+/- 1703 )",8738,"(+/- 1809 )",8614,"(+/- 1924 )"
Workers,Industry,Construction,17118,"(+/- 2307 )",17192,"(+/- 2395 )",18748,"(+/- 2644 )",24307,"(+/- 2911 )"
Workers,Industry,Manufacturing,62627,"(+/- 3915 )",33384,"(+/- 2991 )",32895,"(+/- 3816 )",33061,"(+/- 3754 )"
Workers,Industry,"Wholesale trade",9430,"(+/- 1705 )",6290,"(+/- 1394 )",7634,"(+/- 1788 )",6627,"(+/- 1808 )"
Workers,Industry,"Retail trade",38964,"(+/- 3487 )",32228,"(+/- 3453 )",36351,"(+/- 4110 )",38399,"(+/- 4334 )"
Workers,Industry,"Transportation and warehousing, and utilities",29050,"(+/- 2937 )",15791,"(+/- 2344 )",16899,"(+/- 2540 )",15146,"(+/- 2588 )"
Workers,Industry,Information,2674,"(+/- 864 )",3126,"(+/- 894 )",5496,"(+/- 1602 )",3982,"(+/- 1261 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",14056,"(+/- 2342 )",10967,"(+/- 1940 )",17208,"(+/- 2243 )",12728,"(+/- 2014 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",21731,"(+/- 2354 )",16475,"(+/- 2472 )",23082,"(+/- 2682 )",26007,"(+/- 3459 )"
Workers,Industry,"Educational services, and health care and social assistance",80450,"(+/- 4678 )",68344,"(+/- 4710 )",90334,"(+/- 5576 )",71515,"(+/- 4314 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",24503,"(+/- 2870 )",24235,"(+/- 2808 )",26313,"(+/- 3255 )",42523,"(+/- 5398 )"
Workers,Industry,"Other services, except public administration",14531,"(+/- 1931 )",12472,"(+/- 1996 )",13505,"(+/- 2122 )",16878,"(+/- 2793 )"
Workers,Industry,"Public administration",13160,"(+/- 1913 )",15486,"(+/- 2318 )",19582,"(+/- 3001 )",17410,"(+/- 2590 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",334018,"(+/- 6481 )",263410,"(+/- 5849 )",316785,"(+/- 7379 )",317197,"(+/- 7340 )"
Workers,"Class of Worker","Private wage and salary workers",264142,"(+/- 5454 )",197470,"(+/- 5908 )",231529,"(+/- 7566 )",244374,"(+/- 8009 )"
Workers,"Class of Worker","Government workers",49642,"(+/- 3730 )",51061,"(+/- 3847 )",68614,"(+/- 5307 )",53961,"(+/- 3986 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",19614,"(+/- 2657 )",14393,"(+/- 2452 )",16326,"(+/- 2592 )",18152,"(+/- 2689 )"
Workers,"Class of Worker","Unpaid family workers",620,"(+/- 365 )",486,"(+/- 315 )",316,"(+/- 274 )",710,"(+/- 505 )"
Housing,"Housing Occupancy","Total housing units",336136,"(+/- 1647 )",314384,"(+/- 2998 )",335966,"(+/- 3503 )",346145,"(+/- 2086 )"
Housing,"Housing Occupancy","Occupied housing units",281673,"(+/- 4649 )",252354,"(+/- 4686 )",281354,"(+/- 5083 )",293249,"(+/- 4998 )"
Housing,"Housing Occupancy","Vacant housing units",54463,"(+/- 4306 )",62030,"(+/- 4408 )",54612,"(+/- 4331 )",52896,"(+/- 4894 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",2.4,"(+/- 0.7 )",1.5,"(+/- 0.6 )",2.3,"(+/- 0.7 )",2.7,"(+/- 0.7 )"
Housing,"Housing Occupancy","Rental vacancy rate",12.6,"(+/- 2.1 )",11.4,"(+/- 1.8 )",7.9,"(+/- 1.8 )",9.8,"(+/- 2.2 )"
Housing,"Housing Tenure","Occupied housing units",281673,"(+/- 4649 )",252354,"(+/- 4686 )",281354,"(+/- 5083 )",293249,"(+/- 4998 )"
Housing,"Housing Tenure",Owner-occupied,202465,"(+/- 4032 )",155834,"(+/- 4926 )",201425,"(+/- 4788 )",196471,"(+/- 5023 )"
Housing,"Housing Tenure",Renter-occupied,79208,"(+/- 4509 )",96520,"(+/- 4315 )",79929,"(+/- 5126 )",96778,"(+/- 5660 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.65,"(+/- 0.04 )",2.59,"(+/- 0.07 )",2.60,"(+/- 0.05 )",2.65,"(+/- 0.05 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.70,"(+/- 0.10 )",2.70,"(+/- 0.08 )",2.44,"(+/- 0.09 )",2.42,"(+/- 0.09 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",281673,"(+/- 4649 )",252354,"(+/- 4686 )",281354,"(+/- 5083 )",293249,"(+/- 4998 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",43633,"(+/- 3227 )",36977,"(+/- 3290 )",47070,"(+/- 3204 )",55438,"(+/- 4479 )"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",40623,"(+/- 3378 )",32162,"(+/- 3335 )",38947,"(+/- 3748 )",44351,"(+/- 4541 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",49602,"(+/- 3496 )",39967,"(+/- 3304 )",49940,"(+/- 4087 )",50754,"(+/- 3778 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",64088,"(+/- 3806 )",59841,"(+/- 3776 )",66393,"(+/- 4484 )",71816,"(+/- 4258 )"
Housing,"Year Householder Moved into Unit","Moved in 1980 to 1989",37268,"(+/- 2980 )",37262,"(+/- 3123 )",34522,"(+/- 2609 )",31107,"(+/- 2901 )"
Housing,"Year Householder Moved into Unit","Moved in 1979 and earlier",46459,"(+/- 2907 )",46145,"(+/- 2841 )",44482,"(+/- 2998 )",39783,"(+/- 3005 )"
Housing,Value,"Owner-occupied units",202465,"(+/- 4032 )",155834,"(+/- 4926 )",201425,"(+/- 4788 )",196471,"(+/- 5023 )"
Housing,Value,"Less than $50,000",27704,"(+/- 2582 )",34210,"(+/- 2716 )",36950,"(+/- 2945 )",27276,"(+/- 2942 )"
Housing,Value,"$50,000 to $99,999",51107,"(+/- 3432 )",48824,"(+/- 2951 )",43490,"(+/- 3538 )",41106,"(+/- 3703 )"
Housing,Value,"$100,000 to $149,999",37384,"(+/- 2625 )",27453,"(+/- 2744 )",29330,"(+/- 2552 )",38839,"(+/- 3247 )"
Housing,Value,"$150,000 to $199,999",35739,"(+/- 2998 )",18945,"(+/- 1967 )",33197,"(+/- 2794 )",32504,"(+/- 2956 )"
Housing,Value,"$200,000 to $299,999",33328,"(+/- 2722 )",15561,"(+/- 1816 )",32512,"(+/- 2804 )",36872,"(+/- 3724 )"
Housing,Value,"$300,000 to $499,999",13298,"(+/- 1830 )",7435,"(+/- 1251 )",18442,"(+/- 2432 )",15045,"(+/- 2308 )"
Housing,Value,"$500,000 to $999,999",2841,"(+/- 896 )",2598,"(+/- 761 )",5795,"(+/- 1139 )",3564,"(+/- 969 )"
Housing,Value,"$1,000,000 or more",1064,"(+/- 451 )",808,"(+/- 401 )",1709,"(+/- 681 )",1265,"(+/- 537 )"
Housing,Value,"Median (dollars)",128800,"(+/- 5186 )",90600,"(+/- 4869 )",132700,"(+/- 6874 )",136600,"(+/- 5629 )"
Housing,"Mortgage Status","Owner-occupied units",202465,"(+/- 4032 )",155834,"(+/- 4926 )",201425,"(+/- 4788 )",196471,"(+/- 5023 )"
Housing,"Mortgage Status","Housing units with a mortgage",104198,"(+/- 4091 )",68627,"(+/- 3717 )",98005,"(+/- 4763 )",94374,"(+/- 3889 )"
Housing,"Mortgage Status","Housing units without a mortgage",98267,"(+/- 4496 )",87207,"(+/- 3924 )",103420,"(+/- 4790 )",102097,"(+/- 4591 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",104198,"(+/- 4091 )",68627,"(+/- 3717 )",98005,"(+/- 4763 )",94374,"(+/- 3889 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",4783,"(+/- 1300 )",2055,"(+/- 534 )",2808,"(+/- 1040 )",3930,"(+/- 1150 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",40401,"(+/- 2784 )",28349,"(+/- 2822 )",30885,"(+/- 3584 )",28939,"(+/- 3004 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",35200,"(+/- 3298 )",25796,"(+/- 2922 )",36708,"(+/- 2972 )",35975,"(+/- 2948 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",15487,"(+/- 2044 )",7737,"(+/- 1379 )",13976,"(+/- 2024 )",15926,"(+/- 2060 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",5277,"(+/- 1225 )",2489,"(+/- 687 )",6467,"(+/- 1200 )",5727,"(+/- 1384 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",1899,"(+/- 679 )",1269,"(+/- 567 )",3673,"(+/- 907 )",1368,"(+/- 786 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",1151,"(+/- 549 )",932,"(+/- 419 )",3488,"(+/- 1057 )",2509,"(+/- 956 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1086,"(+/- 29 )",1062,"(+/- 34 )",1177,"(+/- 34 )",1185,"(+/- 34 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",98267,"(+/- 4496 )",87207,"(+/- 3924 )",103420,"(+/- 4790 )",102097,"(+/- 4591 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",25390,"(+/- 2208 )",18920,"(+/- 2136 )",26824,"(+/- 2799 )",27836,"(+/- 3155 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",35114,"(+/- 2890 )",32738,"(+/- 2936 )",38070,"(+/- 3140 )",34312,"(+/- 3173 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",24286,"(+/- 2297 )",23835,"(+/- 1989 )",26659,"(+/- 2434 )",25156,"(+/- 2757 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",8266,"(+/- 1582 )",7530,"(+/- 1376 )",8285,"(+/- 1564 )",9152,"(+/- 1820 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",3528,"(+/- 1051 )",2471,"(+/- 747 )",1944,"(+/- 766 )",3541,"(+/- 882 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",1683,"(+/- 578 )",1713,"(+/- 590 )",1638,"(+/- 690 )",2100,"(+/- 649 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",345,"(+/- 8 )",360,"(+/- 9 )",340,"(+/- 9 )",359,"(+/- 13 )"
Housing,"Gross Rent","Occupied units paying rent",70408,"(+/- 4140 )",83413,"(+/- 4294 )",70979,"(+/- 4825 )",88304,"(+/- 5176 )"
