Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE"
People,"Hispanic or Latino and Race",Cuban,1850,"(+/- 1232 )",384,"(+/- 309 )"
People,"Hispanic or Latino and Race","Other Hispanic or Latino",3489,"(+/- 947 )",3170,"(+/- 939 )"
People,"Hispanic or Latino and Race","Not Hispanic or Latino",672643,"(+/- 3470 )",643350,"(+/- 3541 )"
People,"Place of Birth","Total population",685535,"(+/- 3624 )",652869,"(+/- 3624 )"
People,"Place of Birth",Native,656222,"(+/- 4886 )",634764,"(+/- 4068 )"
People,"Place of Birth","Born in United States",648440,"(+/- 4748 )",627635,"(+/- 4141 )"
People,"Place of Birth","State of residence",382591,"(+/- 7817 )",452774,"(+/- 6499 )"
People,"Place of Birth","Different state",265849,"(+/- 7857 )",174861,"(+/- 5301 )"
People,"Place of Birth","Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",7782,"(+/- 1372 )",7129,"(+/- 1244 )"
People,"Place of Birth","Foreign born",29313,"(+/- 3203 )",18105,"(+/- 2122 )"
People,Ancestry,"Total population",685535,"(+/- 3624 )",652869,"(+/- 3624 )"
People,Ancestry,American,37768,"(+/- 3522 )",51508,"(+/- 4074 )"
People,Ancestry,Arab,3055,"(+/- 1078 )",2593,"(+/- 1313 )"
People,Ancestry,Czech,2351,"(+/- 927 )",619,"(+/- 384 )"
People,Ancestry,Danish,3669,"(+/- 1194 )",1094,"(+/- 448 )"
People,Ancestry,Dutch,5596,"(+/- 1389 )",6040,"(+/- 1286 )"
People,Ancestry,English,127185,"(+/- 6039 )",110747,"(+/- 5546 )"
People,Ancestry,"French (except Basque)",75439,"(+/- 6355 )",98512,"(+/- 6246 )"
People,Ancestry,"French Canadian",53470,"(+/- 4926 )",60128,"(+/- 5191 )"
People,Ancestry,German,56828,"(+/- 4334 )",43054,"(+/- 4795 )"
People,Ancestry,Greek,3783,"(+/- 1619 )",2224,"(+/- 1105 )"
People,Ancestry,Hungarian,2395,"(+/- 1187 )",1811,"(+/- 628 )"
People,Ancestry,Irish,121841,"(+/- 5555 )",92512,"(+/- 5370 )"
People,Ancestry,Italian,56769,"(+/- 5584 )",28690,"(+/- 3389 )"
People,Ancestry,Lithuanian,2355,"(+/- 954 )",1761,"(+/- 759 )"
People,Ancestry,Norwegian,8420,"(+/- 1772 )",3029,"(+/- 897 )"
People,Ancestry,Polish,17314,"(+/- 2808 )",10982,"(+/- 1651 )"
People,Ancestry,Portuguese,4409,"(+/- 1193 )",3568,"(+/- 870 )"
People,Ancestry,Russian,5600,"(+/- 1616 )",2438,"(+/- 764 )"
People,Ancestry,Scotch-Irish,10454,"(+/- 1947 )",9986,"(+/- 1711 )"
People,Ancestry,Scottish,31878,"(+/- 3091 )",25980,"(+/- 2429 )"
People,Ancestry,Slovak,573,"(+/- 339 )",1238,"(+/- 890 )"
People,Ancestry,"Subsaharan African",8344,"(+/- 1810 )",4198,"(+/- 1335 )"
People,Ancestry,Swedish,12181,"(+/- 2328 )",9956,"(+/- 1603 )"
People,Ancestry,Swiss,712,"(+/- 366 )",1345,"(+/- 887 )"
People,Ancestry,Ukrainian,1759,"(+/- 830 )",499,"(+/- 294 )"
People,Ancestry,Welsh,6778,"(+/- 1448 )",4422,"(+/- 1413 )"
People,Ancestry,"West Indian (excluding Hispanic origin groups)",699,"(+/- 525 )",1250,"(+/- 719 )"
People,"Veteran Status","Civilian population 18 years and over",557099,"(+/- 3004 )",531221,"(+/- 3030 )"
People,"Veteran Status","Civilian veterans",51298,"(+/- 2990 )",54087,"(+/- 2670 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population",676954,"(+/- 3652 )",646335,"(+/- 3643 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",92968,"(+/- 5613 )",126681,"(+/- 5502 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years",127253,"(+/- 1747 )",120834,"(+/- 1706 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",6682,"(+/- 1558 )",8595,"(+/- 1497 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years",414741,"(+/- 2997 )",392861,"(+/- 2986 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",45887,"(+/- 4160 )",68127,"(+/- 3786 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over",134960,"(+/- 1314 )",132640,"(+/- 1456 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",40399,"(+/- 2446 )",49959,"(+/- 2461 )"
People,"Residence 1 Year Ago","Population 1 year and over",677940,"(+/- 3828 )",646155,"(+/- 3781 )"
People,"Residence 1 Year Ago","Same house",587248,"(+/- 6494 )",556364,"(+/- 6316 )"
People,"Residence 1 Year Ago","Different house in the U.S.",88681,"(+/- 6229 )",88478,"(+/- 5867 )"
People,"Residence 1 Year Ago","Same county",50742,"(+/- 5865 )",54586,"(+/- 4992 )"
People,"Residence 1 Year Ago","Different county",37939,"(+/- 3958 )",33892,"(+/- 3608 )"
People,"Residence 1 Year Ago","Same state",16808,"(+/- 2340 )",20317,"(+/- 2878 )"
People,"Residence 1 Year Ago","Different state",21131,"(+/- 3331 )",13575,"(+/- 1908 )"
People,"Residence 1 Year Ago",Abroad,2011,"(+/- 822 )",1313,"(+/- 551 )"
Workers,"Employment Status","Population 16 years and over",573948,"(+/- 3638 )",546291,"(+/- 2958 )"
Workers,"Employment Status","In labor force",382167,"(+/- 5184 )",322793,"(+/- 4807 )"
Workers,"Employment Status","Civilian labor force",381192,"(+/- 5202 )",322213,"(+/- 4875 )"
Workers,"Employment Status",Employed,371892,"(+/- 5253 )",306648,"(+/- 5004 )"
Workers,"Employment Status",Unemployed,9300,"(+/- 1656 )",15565,"(+/- 1867 )"
Workers,"Employment Status","Armed Forces",975,"(+/- 450 )",580,"(+/- 287 )"
Workers,"Employment Status","Not in labor force",191781,"(+/- 5314 )",223498,"(+/- 4444 )"
Workers,"Employment Status","Civilian labor force",381192,"(+/- 5202 )",322213,"(+/- 4875 )"
Workers,"Employment Status","Unemployment Rate",2.4,"(+/- 0.4 )",4.8,"(+/- 0.6 )"
Workers,"Commuting to Work","Workers 16 years and over",365408,"(+/- 4967 )",300522,"(+/- 5189 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",283690,"(+/- 6250 )",234637,"(+/- 4784 )"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",32596,"(+/- 3654 )",33228,"(+/- 2890 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",3269,"(+/- 1257 )",718,"(+/- 331 )"
Workers,"Commuting to Work",Walked,15585,"(+/- 2235 )",11471,"(+/- 1326 )"
Workers,"Commuting to Work","Other means",5415,"(+/- 1247 )",5685,"(+/- 1407 )"
Workers,"Commuting to Work","Worked at home",24853,"(+/- 2341 )",14783,"(+/- 1753 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",23.7,"(+/- 0.5 )",24.4,"(+/- 0.6 )"
Workers,Occupation,"Civilian employed population 16 years and over",371892,"(+/- 5253 )",306648,"(+/- 5004 )"
Workers,Occupation,"Management, business, science, and arts occupations",156742,"(+/- 5382 )",96976,"(+/- 4168 )"
Workers,Occupation,"Service occupations",63405,"(+/- 3999 )",61173,"(+/- 3267 )"
Workers,Occupation,"Sales and office occupations",77439,"(+/- 4262 )",68076,"(+/- 3820 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",32923,"(+/- 2806 )",37387,"(+/- 2385 )"
Workers,Occupation,"Production, transportation, and material moving occupations",41383,"(+/- 3266 )",43036,"(+/- 2635 )"
Workers,Industry,"Civilian employed population 16 years and over",371892,"(+/- 5253 )",306648,"(+/- 5004 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",4811,"(+/- 1305 )",12336,"(+/- 1486 )"
Workers,Industry,Construction,23642,"(+/- 2890 )",23336,"(+/- 2093 )"
Workers,Industry,Manufacturing,33453,"(+/- 3248 )",24814,"(+/- 2207 )"
Workers,Industry,"Wholesale trade",7168,"(+/- 1456 )",5847,"(+/- 990 )"
Workers,Industry,"Retail trade",48215,"(+/- 3434 )",40662,"(+/- 3286 )"
Workers,Industry,"Transportation and warehousing, and utilities",14665,"(+/- 2267 )",14975,"(+/- 1684 )"
Workers,Industry,Information,6993,"(+/- 1305 )",3328,"(+/- 812 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",28793,"(+/- 2951 )",16704,"(+/- 2088 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",40821,"(+/- 3117 )",23512,"(+/- 2097 )"
Workers,Industry,"Educational services, and health care and social assistance",100068,"(+/- 4772 )",87362,"(+/- 3875 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",32552,"(+/- 2824 )",25566,"(+/- 2331 )"
Workers,Industry,"Other services, except public administration",17562,"(+/- 2296 )",15434,"(+/- 1829 )"
Workers,Industry,"Public administration",13149,"(+/- 1838 )",12772,"(+/- 1775 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",371892,"(+/- 5253 )",306648,"(+/- 5004 )"
Workers,"Class of Worker","Private wage and salary workers",297298,"(+/- 5460 )",241623,"(+/- 5001 )"
Workers,"Class of Worker","Government workers",45839,"(+/- 2952 )",38795,"(+/- 2800 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",28241,"(+/- 2613 )",25703,"(+/- 2134 )"
Workers,"Class of Worker","Unpaid family workers",514,"(+/- 402 )",527,"(+/- 272 )"
Housing,"Housing Occupancy","Total housing units",362490,"(+/- 1448 )",384102,"(+/- 1429 )"
Housing,"Housing Occupancy","Occupied housing units",295578,"(+/- 4217 )",274729,"(+/- 3614 )"
Housing,"Housing Occupancy","Vacant housing units",66912,"(+/- 4214 )",109373,"(+/- 3296 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.0,"(+/- 0.4 )",2.2,"(+/- 0.5 )"
Housing,"Housing Occupancy","Rental vacancy rate",4.0,"(+/- 1.3 )",6.6,"(+/- 1.5 )"
Housing,"Housing Tenure","Occupied housing units",295578,"(+/- 4217 )",274729,"(+/- 3614 )"
Housing,"Housing Tenure",Owner-occupied,208965,"(+/- 4568 )",197261,"(+/- 4065 )"
Housing,"Housing Tenure",Renter-occupied,86613,"(+/- 4256 )",77468,"(+/- 3427 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.41,"(+/- 0.04 )",2.43,"(+/- 0.04 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",1.91,"(+/- 0.06 )",2.00,"(+/- 0.06 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",295578,"(+/- 4217 )",274729,"(+/- 3614 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",50352,"(+/- 3540 )",42265,"(+/- 2831 )"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",43069,"(+/- 3556 )",35836,"(+/- 2267 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",55581,"(+/- 3379 )",44847,"(+/- 2892 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",64787,"(+/- 3355 )",62649,"(+/- 2902 )"
Housing,"Year Householder Moved into Unit","Moved in 1980 to 1989",39931,"(+/- 2449 )",38757,"(+/- 2700 )"
Housing,"Year Householder Moved into Unit","Moved in 1979 and earlier",41858,"(+/- 2812 )",50375,"(+/- 2479 )"
Housing,Value,"Owner-occupied units",208965,"(+/- 4568 )",197261,"(+/- 4065 )"
Housing,Value,"Less than $50,000",6967,"(+/- 1127 )",20334,"(+/- 1737 )"
Housing,Value,"$50,000 to $99,999",9471,"(+/- 1455 )",37322,"(+/- 1930 )"
Housing,Value,"$100,000 to $149,999",20521,"(+/- 2137 )",42185,"(+/- 2348 )"
Housing,Value,"$150,000 to $199,999",30510,"(+/- 2553 )",38562,"(+/- 2499 )"
Housing,Value,"$200,000 to $299,999",64402,"(+/- 3161 )",36249,"(+/- 2363 )"
Housing,Value,"$300,000 to $499,999",54436,"(+/- 3513 )",16918,"(+/- 1768 )"
Housing,Value,"$500,000 to $999,999",18495,"(+/- 1742 )",4166,"(+/- 810 )"
Housing,Value,"$1,000,000 or more",4163,"(+/- 905 )",1525,"(+/- 609 )"
Housing,Value,"Median (dollars)",254900,"(+/- 5584 )",148600,"(+/- 2924 )"
Housing,"Mortgage Status","Owner-occupied units",208965,"(+/- 4568 )",197261,"(+/- 4065 )"
Housing,"Mortgage Status","Housing units with a mortgage",136810,"(+/- 3799 )",110534,"(+/- 3617 )"
Housing,"Mortgage Status","Housing units without a mortgage",72155,"(+/- 2986 )",86727,"(+/- 3069 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",136810,"(+/- 3799 )",110534,"(+/- 3617 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",948,"(+/- 395 )",3527,"(+/- 714 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",21955,"(+/- 1984 )",37215,"(+/- 2280 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",43323,"(+/- 2664 )",40657,"(+/- 2465 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",33998,"(+/- 2693 )",19186,"(+/- 1923 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",19374,"(+/- 2261 )",6471,"(+/- 1142 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",8262,"(+/- 1595 )",2014,"(+/- 635 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",8950,"(+/- 1242 )",1464,"(+/- 437 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1528,"(+/- 33 )",1154,"(+/- 19 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",72155,"(+/- 2986 )",86727,"(+/- 3069 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",3260,"(+/- 663 )",11031,"(+/- 1159 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",12119,"(+/- 1516 )",26958,"(+/- 1893 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",24131,"(+/- 2083 )",29924,"(+/- 2046 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",16682,"(+/- 1959 )",11881,"(+/- 1492 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",8011,"(+/- 1344 )",3614,"(+/- 666 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",7952,"(+/- 1196 )",3319,"(+/- 734 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",571,"(+/- 16 )",431,"(+/- 10 )"
Housing,"Gross Rent","Occupied units paying rent",82083,"(+/- 4236 )",70879,"(+/- 3409 )"
Housing,"Gross Rent","Less than $500",9843,"(+/- 2077 )",16204,"(+/- 2100 )"
Housing,"Gross Rent","$500 to $999",32659,"(+/- 2903 )",43586,"(+/- 2655 )"
Housing,"Gross Rent","$1,000 to $1,499",27993,"(+/- 2800 )",9166,"(+/- 1363 )"
Housing,"Gross Rent","$1,500 to $1,999",8050,"(+/- 1583 )",1278,"(+/- 511 )"
Housing,"Gross Rent","$2,000 to $2,499",2835,"(+/- 1040 )",158,"(+/- 149 )"
Housing,"Gross Rent","$2,500 to $2,999",299,"(+/- 246 )",257,"(+/- 248 )"
Housing,"Gross Rent","$3,000 or more",404,"(+/- 299 )",230,"(+/- 282 )"
Housing,"Gross Rent","Median (dollars)",982,"(+/- 34 )",728,"(+/- 17 )"
Housing,"Gross Rent","No rent paid",4530,"(+/- 1372 )",6589,"(+/- 1150 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Total households",295578,"(+/- 4217 )",274729,"(+/- 3614 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Less than $10,000",13662,"(+/- 2055 )",21840,"(+/- 2164 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$10,000 to $14,999",12905,"(+/- 1823 )",18694,"(+/- 1869 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$15,000 to $24,999",23711,"(+/- 2784 )",32820,"(+/- 2343 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$25,000 to $34,999",24654,"(+/- 2178 )",28871,"(+/- 2166 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$35,000 to $49,999",36629,"(+/- 2967 )",42759,"(+/- 2523 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$50,000 to $74,999",52990,"(+/- 3830 )",50407,"(+/- 2899 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$75,000 to $99,999",43549,"(+/- 3132 )",33392,"(+/- 2172 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$100,000 to $149,999",50432,"(+/- 3046 )",30148,"(+/- 1920 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$150,000 to $199,000",19447,"(+/- 1968 )",8663,"(+/- 1471 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$200,000 or more",17599,"(+/- 1643 )",7135,"(+/- 1110 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Median household income (dollars)",66516,"(+/- 2023 )",46925,"(+/- 1211 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Mean household income (dollars)",84458,"(+/- 1994 )",62612,"(+/- 1657 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",676954,"(+/- 3652 )",646335,"(+/- 3643 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",631893,"(+/- 5065 )",585209,"(+/- 6484 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",511728,"(+/- 7377 )",415635,"(+/- 8735 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",217730,"(+/- 5949 )",276274,"(+/- 7025 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",45061,"(+/- 4578 )",61126,"(+/- 4944 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",133734,"(+/- 2013 )",130397,"(+/- 1905 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",5807,"(+/- 1501 )",8705,"(+/- 1589 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",4.8,"(+/- 0.9 )",10.0,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",8.2,"(+/- 1.8 )",19.3,"(+/- 2.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",7.9,"(+/- 3.7 )",19.5,"(+/- 5.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",3.0,"(+/- 0.7 )",4.1,"(+/- 0.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",3.8,"(+/- 1.6 )",6.0,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",1.9,"(+/- 1.6 )",2.5,"(+/- 2.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",15.0,"(+/- 3.9 )",33.6,"(+/- 4.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",22.7,"(+/- 5.9 )",45.7,"(+/- 6.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",37.0,"(+/- 18.8 )",53.8,"(+/- 15.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",8.8,"(+/- 0.9 )",14.6,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",9.1,"(+/- 2.1 )",20.2,"(+/- 2.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",8.7,"(+/- 2.1 )",19.2,"(+/- 2.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",12.2,"(+/- 3.6 )",18.8,"(+/- 3.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",7.5,"(+/- 2.2 )",19.4,"(+/- 2.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",8.8,"(+/- 0.7 )",13.3,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",7.8,"(+/- 1.1 )",10.4,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",4.9,"(+/- 0.9 )",10.2,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",20.5,"(+/- 1.6 )",27.9,"(+/- 1.7 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",138546,"(+/- 4269 )",131879,"(+/- 3681 )"
Education,"School Enrollment","Nursery school, preschool",8419,"(+/- 1359 )",8266,"(+/- 1673 )"
Education,"School Enrollment",Kindergarten,5531,"(+/- 1412 )",5715,"(+/- 938 )"
Education,"School Enrollment","Elementary school (grades 1-8)",57037,"(+/- 2268 )",54491,"(+/- 2021 )"
Education,"School Enrollment","High school (grades 9-12)",30197,"(+/- 1872 )",27911,"(+/- 1741 )"
Education,"School Enrollment","College or graduate school",37362,"(+/- 3424 )",35496,"(+/- 2744 )"
Education,"Educational Attainment","Population 25 years and over",506273,"(+/- 2925 )",477109,"(+/- 2894 )"
Education,"Educational Attainment","Less than 9th grade",9976,"(+/- 1852 )",15385,"(+/- 2327 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",16379,"(+/- 2171 )",26721,"(+/- 2101 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",133784,"(+/- 5313 )",175475,"(+/- 5547 )"
Education,"Educational Attainment","Some college, no degree",101130,"(+/- 4721 )",99208,"(+/- 4245 )"
Education,"Educational Attainment","Associate's degree",46878,"(+/- 2905 )",48396,"(+/- 3138 )"
Education,"Educational Attainment","Bachelor's degree",122049,"(+/- 4415 )",75440,"(+/- 3227 )"
Education,"Educational Attainment","Graduate or professional degree",76077,"(+/- 4199 )",36484,"(+/- 2455 )"
Education,"Educational Attainment","Percent high school graduate or higher",94.8,"(+/- 0.5 )",91.2,"(+/- 0.6 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",39.1,"(+/- 1.2 )",23.5,"(+/- 0.8 )"
