Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE"
People,"Hispanic or Latino and Race","Puerto Rican",18311,"(+/- 3717 )",27490,"(+/- 4654 )"
People,"Hispanic or Latino and Race",Cuban,952,"(+/- 672 )",1410,"(+/- 1240 )"
People,"Hispanic or Latino and Race","Other Hispanic or Latino",28215,"(+/- 4846 )",28813,"(+/- 3931 )"
People,"Hispanic or Latino and Race","Not Hispanic or Latino",643007,"(+/- 10437 )",626128,"(+/- 10437 )"
People,"Place of Birth","Total population",709286,"(+/- 9744 )",711205,"(+/- 9744 )"
People,"Place of Birth",Native,545844,"(+/- 10725 )",608500,"(+/- 10494 )"
People,"Place of Birth","Born in United States",520733,"(+/- 10348 )",591929,"(+/- 11079 )"
People,"Place of Birth","State of residence",369622,"(+/- 10315 )",383156,"(+/- 11022 )"
People,"Place of Birth","Different state",151111,"(+/- 5724 )",208773,"(+/- 7106 )"
People,"Place of Birth","Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",25111,"(+/- 2838 )",16571,"(+/- 3351 )"
People,"Place of Birth","Foreign born",163442,"(+/- 7624 )",102705,"(+/- 7576 )"
People,Ancestry,"Total population",709286,"(+/- 9744 )",711205,"(+/- 9744 )"
People,Ancestry,American,8774,"(+/- 2113 )",8024,"(+/- 1572 )"
People,Ancestry,Arab,2123,"(+/- 1333 )",1273,"(+/- 654 )"
People,Ancestry,Czech,367,"(+/- 239 )",1162,"(+/- 733 )"
People,Ancestry,Danish,1746,"(+/- 1270 )",1984,"(+/- 686 )"
People,Ancestry,Dutch,1458,"(+/- 761 )",5176,"(+/- 1358 )"
People,Ancestry,English,19091,"(+/- 3058 )",35424,"(+/- 5026 )"
People,Ancestry,"French (except Basque)",4956,"(+/- 1192 )",16839,"(+/- 3770 )"
People,Ancestry,"French Canadian",1055,"(+/- 609 )",1503,"(+/- 835 )"
People,Ancestry,German,26887,"(+/- 3249 )",43069,"(+/- 4483 )"
People,Ancestry,Greek,1003,"(+/- 511 )",1881,"(+/- 1203 )"
People,Ancestry,Hungarian,690,"(+/- 491 )",1753,"(+/- 858 )"
People,Ancestry,Irish,20331,"(+/- 2368 )",36070,"(+/- 3802 )"
People,Ancestry,Italian,9664,"(+/- 1568 )",17355,"(+/- 2603 )"
People,Ancestry,Lithuanian,245,"(+/- 242 )",258,"(+/- 156 )"
People,Ancestry,Norwegian,2833,"(+/- 949 )",6693,"(+/- 1706 )"
People,Ancestry,Polish,5238,"(+/- 1189 )",6937,"(+/- 1823 )"
People,Ancestry,Portuguese,15814,"(+/- 2453 )",31440,"(+/- 4304 )"
People,Ancestry,Russian,2147,"(+/- 1018 )",3705,"(+/- 1281 )"
People,Ancestry,Scotch-Irish,1490,"(+/- 733 )",5132,"(+/- 1626 )"
People,Ancestry,Scottish,4630,"(+/- 1298 )",10222,"(+/- 2049 )"
People,Ancestry,Slovak,120,"(+/- 149 )",206,"(+/- 246 )"
People,Ancestry,"Subsaharan African",1560,"(+/- 877 )",1416,"(+/- 607 )"
People,Ancestry,Swedish,3599,"(+/- 1330 )",5163,"(+/- 1539 )"
People,Ancestry,Swiss,998,"(+/- 747 )",2101,"(+/- 1116 )"
People,Ancestry,Ukrainian,396,"(+/- 262 )",780,"(+/- 370 )"
People,Ancestry,Welsh,1378,"(+/- 659 )",2397,"(+/- 667 )"
People,Ancestry,"West Indian (excluding Hispanic origin groups)",1140,"(+/- 725 )",1422,"(+/- 1001 )"
People,"Veteran Status","Civilian population 18 years and over",544163,"(+/- 6870 )",532413,"(+/- 6827 )"
People,"Veteran Status","Civilian veterans",52478,"(+/- 3029 )",50437,"(+/- 3370 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population",681252,"(+/- 9796 )",687297,"(+/- 9861 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",74530,"(+/- 3078 )",83831,"(+/- 4413 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years",143415,"(+/- 5622 )",159617,"(+/- 5598 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",4701,"(+/- 1144 )",5658,"(+/- 1401 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years",407622,"(+/- 6370 )",400631,"(+/- 6525 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",28567,"(+/- 2124 )",37788,"(+/- 3427 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over",130215,"(+/- 3116 )",127049,"(+/- 3216 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",41262,"(+/- 2157 )",40385,"(+/- 2828 )"
People,"Residence 1 Year Ago","Population 1 year and over",699752,"(+/- 9805 )",703901,"(+/- 9588 )"
People,"Residence 1 Year Ago","Same house",600989,"(+/- 10586 )",610026,"(+/- 11643 )"
People,"Residence 1 Year Ago","Different house in the U.S.",88925,"(+/- 7077 )",90321,"(+/- 7379 )"
People,"Residence 1 Year Ago","Same county",59862,"(+/- 6224 )",56264,"(+/- 6265 )"
People,"Residence 1 Year Ago","Different county",29063,"(+/- 4360 )",34057,"(+/- 4235 )"
People,"Residence 1 Year Ago","Same state",2146,"(+/- 1045 )",6900,"(+/- 1939 )"
People,"Residence 1 Year Ago","Different state",26917,"(+/- 4241 )",27157,"(+/- 4075 )"
People,"Residence 1 Year Ago",Abroad,9838,"(+/- 2814 )",3554,"(+/- 1197 )"
Workers,"Employment Status","Population 16 years and over",579789,"(+/- 7089 )",567967,"(+/- 7267 )"
Workers,"Employment Status","In labor force",383596,"(+/- 7807 )",369199,"(+/- 7138 )"
Workers,"Employment Status","Civilian labor force",361962,"(+/- 7529 )",350173,"(+/- 7071 )"
Workers,"Employment Status",Employed,349570,"(+/- 7770 )",335335,"(+/- 7318 )"
Workers,"Employment Status",Unemployed,12392,"(+/- 1833 )",14838,"(+/- 2080 )"
Workers,"Employment Status","Armed Forces",21634,"(+/- 2158 )",19026,"(+/- 2157 )"
Workers,"Employment Status","Not in labor force",196193,"(+/- 5796 )",198768,"(+/- 5724 )"
Workers,"Employment Status","Civilian labor force",361962,"(+/- 7529 )",350173,"(+/- 7071 )"
Workers,"Employment Status","Unemployment Rate",3.4,"(+/- 0.5 )",4.2,"(+/- 0.6 )"
Workers,"Commuting to Work","Workers 16 years and over",362832,"(+/- 7724 )",344647,"(+/- 7044 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",234932,"(+/- 7391 )",241185,"(+/- 6233 )"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",52444,"(+/- 3955 )",51700,"(+/- 4402 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",29444,"(+/- 2893 )",11138,"(+/- 2053 )"
Workers,"Commuting to Work",Walked,15641,"(+/- 2258 )",10238,"(+/- 1722 )"
Workers,"Commuting to Work","Other means",15786,"(+/- 1962 )",7038,"(+/- 1470 )"
Workers,"Commuting to Work","Worked at home",14585,"(+/- 2158 )",23348,"(+/- 2494 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",27.9,"(+/- 0.6 )",27.3,"(+/- 0.9 )"
Workers,Occupation,"Civilian employed population 16 years and over",349570,"(+/- 7770 )",335335,"(+/- 7318 )"
Workers,Occupation,"Management, business, science, and arts occupations",126955,"(+/- 6032 )",107349,"(+/- 5145 )"
Workers,Occupation,"Service occupations",79801,"(+/- 5211 )",86830,"(+/- 4352 )"
Workers,Occupation,"Sales and office occupations",79972,"(+/- 4092 )",70768,"(+/- 4130 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",27434,"(+/- 2263 )",35718,"(+/- 3393 )"
Workers,Occupation,"Production, transportation, and material moving occupations",35408,"(+/- 2737 )",34670,"(+/- 3265 )"
Workers,Industry,"Civilian employed population 16 years and over",349570,"(+/- 7770 )",335335,"(+/- 7318 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",1722,"(+/- 811 )",7161,"(+/- 1397 )"
Workers,Industry,Construction,22272,"(+/- 2369 )",27569,"(+/- 3110 )"
Workers,Industry,Manufacturing,11633,"(+/- 1644 )",8783,"(+/- 1642 )"
Workers,Industry,"Wholesale trade",6862,"(+/- 1448 )",5243,"(+/- 1366 )"
Workers,Industry,"Retail trade",39203,"(+/- 3014 )",37364,"(+/- 3437 )"
Workers,Industry,"Transportation and warehousing, and utilities",25657,"(+/- 2464 )",19689,"(+/- 2390 )"
Workers,Industry,Information,4760,"(+/- 985 )",4509,"(+/- 1190 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",23284,"(+/- 2661 )",20638,"(+/- 2226 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",33328,"(+/- 2450 )",37153,"(+/- 3244 )"
Workers,Industry,"Educational services, and health care and social assistance",78701,"(+/- 4563 )",66524,"(+/- 4466 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",53561,"(+/- 3822 )",62009,"(+/- 4741 )"
Workers,Industry,"Other services, except public administration",14920,"(+/- 1489 )",14771,"(+/- 1946 )"
Workers,Industry,"Public administration",33667,"(+/- 3040 )",23922,"(+/- 2850 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",349570,"(+/- 7770 )",335335,"(+/- 7318 )"
Workers,"Class of Worker","Private wage and salary workers",254566,"(+/- 7439 )",246335,"(+/- 8196 )"
Workers,"Class of Worker","Government workers",77263,"(+/- 4240 )",58178,"(+/- 4119 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",17096,"(+/- 1988 )",29473,"(+/- 2743 )"
Workers,"Class of Worker","Unpaid family workers",645,"(+/- 505 )",1349,"(+/- 720 )"
Housing,"Housing Occupancy","Total housing units",266405,"(+/- 3104 )",279856,"(+/- 3104 )"
Housing,"Housing Occupancy","Occupied housing units",231296,"(+/- 3969 )",224013,"(+/- 4157 )"
Housing,"Housing Occupancy","Vacant housing units",35109,"(+/- 2843 )",55843,"(+/- 3792 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.7,"(+/- 0.7 )",1.8,"(+/- 0.6 )"
Housing,"Housing Occupancy","Rental vacancy rate",7.2,"(+/- 1.3 )",13.0,"(+/- 1.8 )"
Housing,"Housing Tenure","Occupied housing units",231296,"(+/- 3969 )",224013,"(+/- 4157 )"
Housing,"Housing Tenure",Owner-occupied,126058,"(+/- 3865 )",139306,"(+/- 4309 )"
Housing,"Housing Tenure",Renter-occupied,105238,"(+/- 4155 )",84707,"(+/- 3945 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",3.20,"(+/- 0.06 )",3.11,"(+/- 0.08 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.70,"(+/- 0.09 )",3.02,"(+/- 0.11 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",231296,"(+/- 3969 )",224013,"(+/- 4157 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",46902,"(+/- 3215 )",37522,"(+/- 3119 )"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",37395,"(+/- 2863 )",33937,"(+/- 2866 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",35750,"(+/- 2292 )",40247,"(+/- 2612 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",45668,"(+/- 2262 )",45197,"(+/- 2688 )"
Housing,"Year Householder Moved into Unit","Moved in 1980 to 1989",23949,"(+/- 1824 )",27728,"(+/- 2360 )"
Housing,"Year Householder Moved into Unit","Moved in 1979 and earlier",41632,"(+/- 2130 )",39382,"(+/- 2466 )"
Housing,Value,"Owner-occupied units",126058,"(+/- 3865 )",139306,"(+/- 4309 )"
Housing,Value,"Less than $50,000",1013,"(+/- 399 )",958,"(+/- 383 )"
Housing,Value,"$50,000 to $99,999",1033,"(+/- 417 )",2587,"(+/- 720 )"
Housing,Value,"$100,000 to $149,999",504,"(+/- 280 )",3574,"(+/- 942 )"
Housing,Value,"$150,000 to $199,999",434,"(+/- 288 )",4813,"(+/- 1092 )"
Housing,Value,"$200,000 to $299,999",5272,"(+/- 984 )",12593,"(+/- 1540 )"
Housing,Value,"$300,000 to $499,999",25116,"(+/- 2043 )",34823,"(+/- 2316 )"
Housing,Value,"$500,000 to $999,999",66540,"(+/- 2558 )",62803,"(+/- 3610 )"
Housing,Value,"$1,000,000 or more",26146,"(+/- 1924 )",17155,"(+/- 1539 )"
Housing,Value,"Median (dollars)",696300,"(+/- 14301 )",567600,"(+/- 13893 )"
Housing,"Mortgage Status","Owner-occupied units",126058,"(+/- 3865 )",139306,"(+/- 4309 )"
Housing,"Mortgage Status","Housing units with a mortgage",82662,"(+/- 3042 )",88210,"(+/- 3770 )"
Housing,"Mortgage Status","Housing units without a mortgage",43396,"(+/- 2226 )",51096,"(+/- 2809 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",82662,"(+/- 3042 )",88210,"(+/- 3770 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",323,"(+/- 211 )",1024,"(+/- 545 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",2809,"(+/- 537 )",6788,"(+/- 1274 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",7816,"(+/- 1164 )",12492,"(+/- 1838 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",14015,"(+/- 1499 )",17620,"(+/- 2415 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",15570,"(+/- 1600 )",16251,"(+/- 2017 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",13462,"(+/- 1686 )",11734,"(+/- 1569 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",28667,"(+/- 2098 )",22301,"(+/- 2112 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",2530,"(+/- 62 )",2190,"(+/- 68 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",43396,"(+/- 2226 )",51096,"(+/- 2809 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",2134,"(+/- 542 )",12153,"(+/- 1833 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",5195,"(+/- 1040 )",12766,"(+/- 1571 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",12798,"(+/- 1416 )",11792,"(+/- 1475 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",11447,"(+/- 1565 )",6354,"(+/- 1039 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",5248,"(+/- 897 )",3573,"(+/- 797 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",6574,"(+/- 1012 )",4458,"(+/- 982 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",627,"(+/- 25 )",409,"(+/- 22 )"
Housing,"Gross Rent","Occupied units paying rent",100201,"(+/- 4145 )",77233,"(+/- 3810 )"
Housing,"Gross Rent","Less than $500",7071,"(+/- 1187 )",5108,"(+/- 1018 )"
Housing,"Gross Rent","$500 to $999",12330,"(+/- 1777 )",13447,"(+/- 2006 )"
Housing,"Gross Rent","$1,000 to $1,499",23917,"(+/- 2181 )",18350,"(+/- 2172 )"
Housing,"Gross Rent","$1,500 to $1,999",21848,"(+/- 2075 )",15658,"(+/- 2149 )"
Housing,"Gross Rent","$2,000 to $2,499",14033,"(+/- 1833 )",10303,"(+/- 1637 )"
Housing,"Gross Rent","$2,500 to $2,999",9332,"(+/- 1273 )",7867,"(+/- 1332 )"
Housing,"Gross Rent","$3,000 or more",11670,"(+/- 1615 )",6500,"(+/- 1075 )"
Housing,"Gross Rent","Median (dollars)",1655,"(+/- 51 )",1555,"(+/- 65 )"
Housing,"Gross Rent","No rent paid",5037,"(+/- 1114 )",7474,"(+/- 1420 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Total households",231296,"(+/- 3969 )",224013,"(+/- 4157 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Less than $10,000",11124,"(+/- 1542 )",12967,"(+/- 2238 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$10,000 to $14,999",4347,"(+/- 974 )",5495,"(+/- 1051 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$15,000 to $24,999",13015,"(+/- 2110 )",14896,"(+/- 2038 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$25,000 to $34,999",14845,"(+/- 1843 )",17867,"(+/- 2157 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$35,000 to $49,999",21680,"(+/- 2499 )",26132,"(+/- 2622 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$50,000 to $74,999",37979,"(+/- 2409 )",32712,"(+/- 2881 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$75,000 to $99,999",30156,"(+/- 2526 )",30294,"(+/- 3127 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$100,000 to $149,999",48636,"(+/- 2827 )",42829,"(+/- 2715 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$150,000 to $199,000",24900,"(+/- 2206 )",19019,"(+/- 2086 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$200,000 or more",24614,"(+/- 1868 )",21802,"(+/- 1962 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Median household income (dollars)",84947,"(+/- 2884 )",76116,"(+/- 2281 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Mean household income (dollars)",106468,"(+/- 3013 )",99748,"(+/- 3782 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",681252,"(+/- 9796 )",687297,"(+/- 9861 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",659647,"(+/- 10126 )",653103,"(+/- 10314 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",550070,"(+/- 10840 )",494785,"(+/- 11894 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",221738,"(+/- 6876 )",260642,"(+/- 9072 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",21605,"(+/- 2466 )",34194,"(+/- 4589 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",150361,"(+/- 5871 )",168548,"(+/- 5867 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",2551,"(+/- 964 )",5759,"(+/- 2018 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",4.5,"(+/- 0.7 )",6.7,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",6.9,"(+/- 1.5 )",11.4,"(+/- 2.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",4.7,"(+/- 2.6 )",7.0,"(+/- 3.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",2.6,"(+/- 0.7 )",2.7,"(+/- 0.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",2.8,"(+/- 1.1 )",3.1,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",1.1,"(+/- 1.7 )",1.4,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",13.3,"(+/- 2.8 )",20.5,"(+/- 4.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",21.9,"(+/- 5.6 )",32.6,"(+/- 6.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",15.3,"(+/- 12.2 )",21.1,"(+/- 14.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",7.4,"(+/- 0.8 )",10.2,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",9.0,"(+/- 2.2 )",14.5,"(+/- 2.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",8.7,"(+/- 2.2 )",14.2,"(+/- 2.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",9.4,"(+/- 3.4 )",20.2,"(+/- 5.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",8.4,"(+/- 2.1 )",12.0,"(+/- 2.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",7.0,"(+/- 0.7 )",9.0,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",6.8,"(+/- 1.1 )",6.3,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",4.6,"(+/- 0.9 )",7.0,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",20.4,"(+/- 2.1 )",26.2,"(+/- 2.8 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",165349,"(+/- 7149 )",159742,"(+/- 6301 )"
Education,"School Enrollment","Nursery school, preschool",11458,"(+/- 1903 )",11070,"(+/- 1756 )"
Education,"School Enrollment",Kindergarten,6098,"(+/- 1065 )",8295,"(+/- 1372 )"
Education,"School Enrollment","Elementary school (grades 1-8)",62816,"(+/- 3634 )",72119,"(+/- 3382 )"
Education,"School Enrollment","High school (grades 9-12)",29267,"(+/- 2179 )",31764,"(+/- 2241 )"
Education,"School Enrollment","College or graduate school",55710,"(+/- 4479 )",36494,"(+/- 3313 )"
Education,"Educational Attainment","Population 25 years and over",506157,"(+/- 6014 )",489432,"(+/- 6229 )"
Education,"Educational Attainment","Less than 9th grade",23570,"(+/- 2642 )",14962,"(+/- 2555 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",21388,"(+/- 2670 )",20159,"(+/- 2978 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",121528,"(+/- 5413 )",145200,"(+/- 6298 )"
Education,"Educational Attainment","Some college, no degree",95554,"(+/- 4852 )",109098,"(+/- 5813 )"
Education,"Educational Attainment","Associate's degree",57845,"(+/- 4053 )",52712,"(+/- 3697 )"
Education,"Educational Attainment","Bachelor's degree",123324,"(+/- 5700 )",95504,"(+/- 4781 )"
Education,"Educational Attainment","Graduate or professional degree",62948,"(+/- 3216 )",51797,"(+/- 3597 )"
Education,"Educational Attainment","Percent high school graduate or higher",91.1,"(+/- 0.8 )",92.8,"(+/- 0.8 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",36.8,"(+/- 1.3 )",30.1,"(+/- 1.2 )"
