Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE"
People,"Sex and Age","65 to 74 years",76170,"(+/- 1706 )",72633,"(+/- 1204 )",68656,"(+/- 1550 )",79349,"(+/- 1696 )"
People,"Sex and Age","75 to 84 years",41274,"(+/- 1692 )",34921,"(+/- 1694 )",36012,"(+/- 1982 )",42492,"(+/- 1934 )"
People,"Sex and Age","85 years and over",13711,"(+/- 1358 )",14284,"(+/- 1678 )",13378,"(+/- 1744 )",14796,"(+/- 1748 )"
People,"Sex and Age","Median age (years)",39.5,"(+/- 0.4 )",37.7,"(+/- 0.4 )",35.5,"(+/- 0.3 )",41.0,"(+/- 0.6 )"
People,"Sex and Age","18 years and over",557175,"(+/- 2881 )",589069,"(+/- 1850 )",618462,"(+/- 3233 )",545159,"(+/- 4345 )"
People,"Sex and Age","65 years and over",131155,"(+/- 1614 )",121838,"(+/- 1531 )",118046,"(+/- 1763 )",136637,"(+/- 1900 )"
People,Race,"Total population",724622,"(+/- 3180 )",765124,"(+/- 1970 )",819235,"(+/- 3970 )",704844,"(+/- 5014 )"
People,Race,"One race",697115,"(+/- 4451 )",745413,"(+/- 3670 )",793628,"(+/- 4814 )",689468,"(+/- 5487 )"
People,Race,White,561702,"(+/- 3397 )",540548,"(+/- 3503 )",679803,"(+/- 6665 )",524043,"(+/- 5440 )"
People,Race,"Black or African American",122626,"(+/- 3768 )",174846,"(+/- 2847 )",25638,"(+/- 2287 )",133604,"(+/- 3245 )"
People,Race,"American Indian and Alaska Native",2554,"(+/- 884 )",4030,"(+/- 1500 )",9847,"(+/- 1635 )",4520,"(+/- 1300 )"
People,Race,Asian,2796,"(+/- 1060 )",13008,"(+/- 1396 )",25283,"(+/- 2277 )",6461,"(+/- 1478 )"
People,Race,"Native Hawaiian and Other Pacific Islander",171,"(+/- 224 )",868,"(+/- 913 )",7769,"(+/- 298 )",590,"(+/- 454 )"
People,Race,"Some other race",7266,"(+/- 2119 )",12113,"(+/- 2844 )",45288,"(+/- 5290 )",20250,"(+/- 2808 )"
People,Race,"Two or more races",27507,"(+/- 3695 )",19711,"(+/- 3510 )",25607,"(+/- 3269 )",15376,"(+/- 2700 )"
People,"Hispanic or Latino and Race","Total population",724622,"(+/- 3180 )",765124,"(+/- 1970 )",819235,"(+/- 3970 )",704844,"(+/- 5014 )"
People,"Hispanic or Latino and Race","Hispanic or Latino (of any race)",24769,"(+/- 1672 )",40484,"(+/- 178 )",120730,"(+/- 1409 )",44317,"(+/- 1667 )"
People,"Hispanic or Latino and Race",Mexican,19567,"(+/- 1813 )",25960,"(+/- 3850 )",77735,"(+/- 5103 )",37435,"(+/- 2167 )"
People,"Hispanic or Latino and Race","Puerto Rican",1074,"(+/- 827 )",924,"(+/- 582 )",4698,"(+/- 2145 )",2320,"(+/- 1209 )"
People,"Hispanic or Latino and Race",Cuban,350,"(+/- 364 )",137,"(+/- 187 )",1707,"(+/- 1642 )",569,"(+/- 577 )"
People,"Hispanic or Latino and Race","Other Hispanic or Latino",3778,"(+/- 1040 )",13463,"(+/- 3886 )",36590,"(+/- 4849 )",3993,"(+/- 1016 )"
People,"Hispanic or Latino and Race","Not Hispanic or Latino",699853,"(+/- 3603 )",724640,"(+/- 1924 )",698505,"(+/- 3794 )",660527,"(+/- 4999 )"
People,"Place of Birth","Total population",724622,"(+/- 3180 )",765124,"(+/- 1970 )",819235,"(+/- 3970 )",704844,"(+/- 5014 )"
People,"Place of Birth",Native,712043,"(+/- 3928 )",733277,"(+/- 3610 )",743311,"(+/- 6076 )",681485,"(+/- 5466 )"
People,"Place of Birth","Born in United States",707638,"(+/- 3943 )",728478,"(+/- 3627 )",735525,"(+/- 5763 )",677963,"(+/- 5379 )"
People,"Place of Birth","State of residence",479616,"(+/- 8528 )",512558,"(+/- 9485 )",415727,"(+/- 9530 )",450040,"(+/- 8300 )"
People,"Place of Birth","Different state",228022,"(+/- 7792 )",215920,"(+/- 9585 )",319798,"(+/- 10028 )",227923,"(+/- 7389 )"
People,"Place of Birth","Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",4405,"(+/- 998 )",4799,"(+/- 1191 )",7786,"(+/- 2205 )",3522,"(+/- 1158 )"
People,"Place of Birth","Foreign born",12579,"(+/- 2160 )",31847,"(+/- 3019 )",75924,"(+/- 4475 )",23359,"(+/- 2145 )"
People,Ancestry,"Total population",724622,"(+/- 3180 )",765124,"(+/- 1970 )",819235,"(+/- 3970 )",704844,"(+/- 5014 )"
People,Ancestry,American,85295,"(+/- 6475 )",63626,"(+/- 5204 )",74026,"(+/- 5844 )",101255,"(+/- 6614 )"
People,Ancestry,Arab,305,"(+/- 273 )",962,"(+/- 748 )",2605,"(+/- 1713 )",263,"(+/- 229 )"
People,Ancestry,Czech,563,"(+/- 346 )",1235,"(+/- 631 )",1939,"(+/- 1264 )",1680,"(+/- 824 )"
People,Ancestry,Danish,1396,"(+/- 845 )",1012,"(+/- 473 )",1300,"(+/- 727 )",481,"(+/- 267 )"
People,Ancestry,Dutch,9725,"(+/- 2222 )",8869,"(+/- 2292 )",8998,"(+/- 1780 )",5182,"(+/- 1407 )"
People,Ancestry,English,49934,"(+/- 4807 )",50520,"(+/- 5228 )",60184,"(+/- 5642 )",45992,"(+/- 5371 )"
People,Ancestry,"French (except Basque)",9989,"(+/- 2129 )",12859,"(+/- 2629 )",12261,"(+/- 2308 )",10186,"(+/- 1963 )"
People,Ancestry,"French Canadian",1281,"(+/- 706 )",2983,"(+/- 1319 )",2096,"(+/- 720 )",780,"(+/- 383 )"
People,Ancestry,German,71110,"(+/- 5175 )",68023,"(+/- 5609 )",88089,"(+/- 5917 )",44610,"(+/- 5555 )"
People,Ancestry,Greek,509,"(+/- 391 )",509,"(+/- 331 )",1066,"(+/- 725 )",389,"(+/- 285 )"
People,Ancestry,Hungarian,553,"(+/- 256 )",695,"(+/- 440 )",1002,"(+/- 498 )",132,"(+/- 132 )"
People,Ancestry,Irish,74467,"(+/- 6068 )",68470,"(+/- 5686 )",71287,"(+/- 6362 )",61432,"(+/- 5992 )"
People,Ancestry,Italian,10352,"(+/- 2136 )",11217,"(+/- 2553 )",14298,"(+/- 2497 )",9113,"(+/- 1952 )"
People,Ancestry,Lithuanian,294,"(+/- 328 )",904,"(+/- 543 )",344,"(+/- 249 )",636,"(+/- 849 )"
People,Ancestry,Norwegian,2225,"(+/- 773 )",3021,"(+/- 971 )",6535,"(+/- 1321 )",1987,"(+/- 663 )"
People,Ancestry,Polish,3424,"(+/- 910 )",5201,"(+/- 1495 )",6849,"(+/- 1596 )",3488,"(+/- 1374 )"
People,Ancestry,Portuguese,634,"(+/- 486 )",1043,"(+/- 1031 )",805,"(+/- 480 )",968,"(+/- 789 )"
People,Ancestry,Russian,1002,"(+/- 522 )",694,"(+/- 514 )",2114,"(+/- 1671 )",955,"(+/- 512 )"
People,Ancestry,Scotch-Irish,6478,"(+/- 1597 )",9810,"(+/- 2249 )",10743,"(+/- 2021 )",6249,"(+/- 1390 )"
People,Ancestry,Scottish,12644,"(+/- 2328 )",12714,"(+/- 2304 )",15518,"(+/- 2514 )",9421,"(+/- 1864 )"
People,Ancestry,Slovak,147,"(+/- 159 )",96,"(+/- 118 )",200,"(+/- 183 )",307,"(+/- 216 )"
People,Ancestry,"Subsaharan African",3774,"(+/- 1921 )",13801,"(+/- 4427 )",2318,"(+/- 1373 )",4819,"(+/- 1613 )"
People,Ancestry,Swedish,2053,"(+/- 764 )",3227,"(+/- 1660 )",5094,"(+/- 1469 )",2511,"(+/- 889 )"
People,Ancestry,Swiss,589,"(+/- 336 )",1914,"(+/- 766 )",2368,"(+/- 862 )",798,"(+/- 566 )"
People,Ancestry,Ukrainian,161,"(+/- 206 )",146,"(+/- 141 )",293,"(+/- 256 )",343,"(+/- 272 )"
People,Ancestry,Welsh,2311,"(+/- 851 )",3168,"(+/- 1153 )",4310,"(+/- 1169 )",1633,"(+/- 622 )"
People,Ancestry,"West Indian (excluding Hispanic origin groups)",626,"(+/- 520 )",1231,"(+/- 1265 )",251,"(+/- 307 )",1058,"(+/- 504 )"
People,"Veteran Status","Civilian population 18 years and over",556585,"(+/- 3035 )",586829,"(+/- 2091 )",617858,"(+/- 3175 )",545035,"(+/- 4350 )"
People,"Veteran Status","Civilian veterans",46513,"(+/- 2681 )",48963,"(+/- 3192 )",48088,"(+/- 3031 )",44339,"(+/- 3186 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population",700936,"(+/- 3781 )",755931,"(+/- 2997 )",812366,"(+/- 4408 )",691270,"(+/- 5128 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",141431,"(+/- 4613 )",125563,"(+/- 6766 )",112690,"(+/- 5810 )",143870,"(+/- 4705 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years",167297,"(+/- 2535 )",175949,"(+/- 1129 )",200538,"(+/- 2051 )",158561,"(+/- 2653 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",11305,"(+/- 2028 )",11880,"(+/- 2065 )",9394,"(+/- 1779 )",9819,"(+/- 1903 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years",407279,"(+/- 3428 )",461630,"(+/- 2880 )",497698,"(+/- 3456 )",400659,"(+/- 3909 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",73957,"(+/- 4013 )",64302,"(+/- 4920 )",60741,"(+/- 4495 )",76710,"(+/- 3727 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over",126360,"(+/- 1761 )",118352,"(+/- 1618 )",114130,"(+/- 1805 )",132050,"(+/- 1954 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",56169,"(+/- 2469 )",49381,"(+/- 2730 )",42555,"(+/- 3110 )",57341,"(+/- 2658 )"
People,"Residence 1 Year Ago","Population 1 year and over",716365,"(+/- 3544 )",756016,"(+/- 2546 )",808837,"(+/- 4357 )",694743,"(+/- 4773 )"
People,"Residence 1 Year Ago","Same house",588125,"(+/- 9452 )",658050,"(+/- 9650 )",689068,"(+/- 10180 )",604051,"(+/- 9161 )"
People,"Residence 1 Year Ago","Different house in the U.S.",126582,"(+/- 8442 )",95837,"(+/- 8877 )",116115,"(+/- 8888 )",89419,"(+/- 8022 )"
People,"Residence 1 Year Ago","Same county",75731,"(+/- 7426 )",51124,"(+/- 6183 )",67763,"(+/- 6995 )",51338,"(+/- 5730 )"
People,"Residence 1 Year Ago","Different county",50851,"(+/- 4621 )",44713,"(+/- 6157 )",48352,"(+/- 6210 )",38081,"(+/- 5451 )"
People,"Residence 1 Year Ago","Same state",34307,"(+/- 3669 )",28540,"(+/- 5335 )",23135,"(+/- 4048 )",22836,"(+/- 4940 )"
People,"Residence 1 Year Ago","Different state",16544,"(+/- 3210 )",16173,"(+/- 3005 )",25217,"(+/- 4470 )",15245,"(+/- 2774 )"
People,"Residence 1 Year Ago",Abroad,1658,"(+/- 685 )",2129,"(+/- 850 )",3654,"(+/- 2022 )",1273,"(+/- 555 )"
Workers,"Employment Status","Population 16 years and over",576121,"(+/- 3224 )",608188,"(+/- 2707 )",641151,"(+/- 3623 )",564148,"(+/- 4842 )"
Workers,"Employment Status","In labor force",313443,"(+/- 5235 )",372905,"(+/- 6204 )",400991,"(+/- 6929 )",295413,"(+/- 6602 )"
Workers,"Employment Status","Civilian labor force",312853,"(+/- 5292 )",370665,"(+/- 6337 )",400387,"(+/- 6924 )",295242,"(+/- 6565 )"
Workers,"Employment Status",Employed,294461,"(+/- 5111 )",355971,"(+/- 6260 )",386790,"(+/- 6901 )",280053,"(+/- 6573 )"
Workers,"Employment Status",Unemployed,18392,"(+/- 2268 )",14694,"(+/- 2121 )",13597,"(+/- 1785 )",15189,"(+/- 2117 )"
Workers,"Employment Status","Armed Forces",590,"(+/- 407 )",2240,"(+/- 748 )",604,"(+/- 433 )",171,"(+/- 119 )"
Workers,"Employment Status","Not in labor force",262678,"(+/- 5491 )",235283,"(+/- 6607 )",240160,"(+/- 6581 )",268735,"(+/- 7075 )"
Workers,"Employment Status","Civilian labor force",312853,"(+/- 5292 )",370665,"(+/- 6337 )",400387,"(+/- 6924 )",295242,"(+/- 6565 )"
Workers,"Employment Status","Unemployment Rate",5.9,"(+/- 0.7 )",4.0,"(+/- 0.6 )",3.4,"(+/- 0.4 )",5.1,"(+/- 0.7 )"
Workers,"Commuting to Work","Workers 16 years and over",289256,"(+/- 5528 )",354684,"(+/- 6191 )",381323,"(+/- 6774 )",275887,"(+/- 6519 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",239306,"(+/- 6062 )",298257,"(+/- 7225 )",306615,"(+/- 6893 )",230834,"(+/- 6998 )"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",32116,"(+/- 2795 )",31890,"(+/- 3334 )",43784,"(+/- 4361 )",28048,"(+/- 3283 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",662,"(+/- 768 )",1548,"(+/- 715 )",1432,"(+/- 671 )",1367,"(+/- 658 )"
Workers,"Commuting to Work",Walked,5487,"(+/- 1493 )",4113,"(+/- 1308 )",5425,"(+/- 1411 )",5027,"(+/- 1293 )"
Workers,"Commuting to Work","Other means",2603,"(+/- 826 )",5977,"(+/- 1983 )",4399,"(+/- 1096 )",3494,"(+/- 898 )"
Workers,"Commuting to Work","Worked at home",9082,"(+/- 1729 )",12899,"(+/- 2317 )",19668,"(+/- 2702 )",7117,"(+/- 1347 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",21.5,"(+/- 0.7 )",23.0,"(+/- 0.7 )",20.0,"(+/- 0.5 )",22.7,"(+/- 0.7 )"
Workers,Occupation,"Civilian employed population 16 years and over",294461,"(+/- 5111 )",355971,"(+/- 6260 )",386790,"(+/- 6901 )",280053,"(+/- 6573 )"
Workers,Occupation,"Management, business, science, and arts occupations",91987,"(+/- 4689 )",138051,"(+/- 6229 )",135548,"(+/- 6087 )",77985,"(+/- 3978 )"
Workers,Occupation,"Service occupations",48237,"(+/- 3232 )",61630,"(+/- 4939 )",65202,"(+/- 4668 )",47868,"(+/- 3653 )"
Workers,Occupation,"Sales and office occupations",63188,"(+/- 3116 )",80656,"(+/- 5407 )",81127,"(+/- 4060 )",56617,"(+/- 3418 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",34281,"(+/- 2726 )",28263,"(+/- 3120 )",33800,"(+/- 3379 )",34172,"(+/- 3722 )"
Workers,Occupation,"Production, transportation, and material moving occupations",56768,"(+/- 4009 )",47371,"(+/- 4204 )",71113,"(+/- 4827 )",63411,"(+/- 4295 )"
Workers,Industry,"Civilian employed population 16 years and over",294461,"(+/- 5111 )",355971,"(+/- 6260 )",386790,"(+/- 6901 )",280053,"(+/- 6573 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",15471,"(+/- 1792 )",3841,"(+/- 1305 )",7283,"(+/- 2146 )",10966,"(+/- 1737 )"
Workers,Industry,Construction,21449,"(+/- 2655 )",19645,"(+/- 2428 )",25649,"(+/- 2704 )",21712,"(+/- 2847 )"
Workers,Industry,Manufacturing,39735,"(+/- 3446 )",33250,"(+/- 3874 )",62762,"(+/- 4052 )",52070,"(+/- 3573 )"
Workers,Industry,"Wholesale trade",7431,"(+/- 1438 )",8133,"(+/- 1658 )",10300,"(+/- 1948 )",5724,"(+/- 1262 )"
Workers,Industry,"Retail trade",36166,"(+/- 2716 )",42077,"(+/- 4101 )",55967,"(+/- 3851 )",35005,"(+/- 3040 )"
Workers,Industry,"Transportation and warehousing, and utilities",15810,"(+/- 1665 )",19587,"(+/- 2763 )",25699,"(+/- 3085 )",13899,"(+/- 1886 )"
Workers,Industry,Information,2995,"(+/- 900 )",7935,"(+/- 1609 )",4513,"(+/- 1210 )",2630,"(+/- 754 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",11724,"(+/- 1861 )",19397,"(+/- 2448 )",17285,"(+/- 2432 )",10480,"(+/- 1549 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",16728,"(+/- 2599 )",33905,"(+/- 3016 )",34589,"(+/- 3194 )",16139,"(+/- 2104 )"
Workers,Industry,"Educational services, and health care and social assistance",78827,"(+/- 3918 )",98253,"(+/- 5374 )",81576,"(+/- 4553 )",64777,"(+/- 3456 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",19127,"(+/- 1890 )",32503,"(+/- 3819 )",31579,"(+/- 2933 )",22265,"(+/- 2911 )"
Workers,Industry,"Other services, except public administration",15389,"(+/- 2235 )",17817,"(+/- 2302 )",17992,"(+/- 2259 )",12556,"(+/- 2070 )"
Workers,Industry,"Public administration",13609,"(+/- 1994 )",19628,"(+/- 2812 )",11596,"(+/- 1701 )",11830,"(+/- 1648 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",294461,"(+/- 5111 )",355971,"(+/- 6260 )",386790,"(+/- 6901 )",280053,"(+/- 6573 )"
Workers,"Class of Worker","Private wage and salary workers",225303,"(+/- 5093 )",277881,"(+/- 7422 )",313468,"(+/- 7949 )",218599,"(+/- 6385 )"
Workers,"Class of Worker","Government workers",45986,"(+/- 3247 )",57860,"(+/- 4835 )",45491,"(+/- 4179 )",41547,"(+/- 3398 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",22370,"(+/- 2718 )",19248,"(+/- 2902 )",27132,"(+/- 3411 )",19342,"(+/- 1982 )"
Workers,"Class of Worker","Unpaid family workers",802,"(+/- 598 )",982,"(+/- 610 )",699,"(+/- 431 )",565,"(+/- 326 )"
Housing,"Housing Occupancy","Total housing units",345807,"(+/- 1715 )",344585,"(+/- 1121 )",341835,"(+/- 1871 )",348294,"(+/- 2358 )"
Housing,"Housing Occupancy","Occupied housing units",282730,"(+/- 3743 )",294135,"(+/- 3879 )",309456,"(+/- 3687 )",270026,"(+/- 4633 )"
Housing,"Housing Occupancy","Vacant housing units",63077,"(+/- 3476 )",50450,"(+/- 3734 )",32379,"(+/- 3485 )",78268,"(+/- 4137 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.9,"(+/- 0.5 )",2.6,"(+/- 0.7 )",2.1,"(+/- 0.8 )",1.7,"(+/- 0.5 )"
Housing,"Housing Occupancy","Rental vacancy rate",6.9,"(+/- 1.3 )",12.6,"(+/- 1.8 )",4.6,"(+/- 1.2 )",9.5,"(+/- 2.1 )"
Housing,"Housing Tenure","Occupied housing units",282730,"(+/- 3743 )",294135,"(+/- 3879 )",309456,"(+/- 3687 )",270026,"(+/- 4633 )"
Housing,"Housing Tenure",Owner-occupied,183989,"(+/- 3915 )",190214,"(+/- 4206 )",194751,"(+/- 4531 )",191447,"(+/- 4068 )"
Housing,"Housing Tenure",Renter-occupied,98741,"(+/- 4009 )",103921,"(+/- 4118 )",114705,"(+/- 4675 )",78579,"(+/- 3728 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.48,"(+/- 0.05 )",2.66,"(+/- 0.05 )",2.69,"(+/- 0.05 )",2.54,"(+/- 0.05 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.43,"(+/- 0.09 )",2.32,"(+/- 0.08 )",2.41,"(+/- 0.07 )",2.50,"(+/- 0.09 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",282730,"(+/- 3743 )",294135,"(+/- 3879 )",309456,"(+/- 3687 )",270026,"(+/- 4633 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",57471,"(+/- 3792 )",60759,"(+/- 4793 )",67026,"(+/- 4161 )",47321,"(+/- 3724 )"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",38332,"(+/- 3168 )",53276,"(+/- 4485 )",59865,"(+/- 3908 )",37599,"(+/- 2778 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",53765,"(+/- 3772 )",51803,"(+/- 3640 )",61412,"(+/- 3591 )",47202,"(+/- 3548 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",63574,"(+/- 3037 )",64989,"(+/- 3580 )",65821,"(+/- 3924 )",61823,"(+/- 3111 )"
Housing,"Year Householder Moved into Unit","Moved in 1980 to 1989",33952,"(+/- 2580 )",33696,"(+/- 2466 )",30497,"(+/- 2426 )",34041,"(+/- 2390 )"
Housing,"Year Householder Moved into Unit","Moved in 1979 and earlier",35636,"(+/- 2660 )",29612,"(+/- 2329 )",24835,"(+/- 2121 )",42040,"(+/- 2475 )"
Housing,Value,"Owner-occupied units",183989,"(+/- 3915 )",190214,"(+/- 4206 )",194751,"(+/- 4531 )",191447,"(+/- 4068 )"
Housing,Value,"Less than $50,000",33282,"(+/- 2333 )",16036,"(+/- 2127 )",11779,"(+/- 1506 )",40647,"(+/- 2967 )"
Housing,Value,"$50,000 to $99,999",53972,"(+/- 3199 )",33857,"(+/- 3139 )",31584,"(+/- 3015 )",57186,"(+/- 3729 )"
Housing,Value,"$100,000 to $149,999",35702,"(+/- 2879 )",40197,"(+/- 2582 )",44646,"(+/- 3310 )",30677,"(+/- 2544 )"
Housing,Value,"$150,000 to $199,999",26561,"(+/- 2549 )",36516,"(+/- 2702 )",33454,"(+/- 2712 )",27252,"(+/- 2474 )"
Housing,Value,"$200,000 to $299,999",22497,"(+/- 2059 )",34201,"(+/- 2388 )",36654,"(+/- 3003 )",19595,"(+/- 1993 )"
Housing,Value,"$300,000 to $499,999",8998,"(+/- 1455 )",20884,"(+/- 2258 )",25221,"(+/- 2155 )",10641,"(+/- 1449 )"
Housing,Value,"$500,000 to $999,999",2169,"(+/- 581 )",6452,"(+/- 1208 )",9064,"(+/- 1427 )",3470,"(+/- 800 )"
Housing,Value,"$1,000,000 or more",808,"(+/- 471 )",2071,"(+/- 838 )",2349,"(+/- 763 )",1979,"(+/- 833 )"
Housing,Value,"Median (dollars)",105900,"(+/- 3885 )",155800,"(+/- 3174 )",161200,"(+/- 3996 )",97300,"(+/- 4108 )"
Housing,"Mortgage Status","Owner-occupied units",183989,"(+/- 3915 )",190214,"(+/- 4206 )",194751,"(+/- 4531 )",191447,"(+/- 4068 )"
Housing,"Mortgage Status","Housing units with a mortgage",93450,"(+/- 3358 )",115844,"(+/- 4174 )",115117,"(+/- 4419 )",85724,"(+/- 3709 )"
Housing,"Mortgage Status","Housing units without a mortgage",90539,"(+/- 3604 )",74370,"(+/- 2949 )",79634,"(+/- 3406 )",105723,"(+/- 3371 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",93450,"(+/- 3358 )",115844,"(+/- 4174 )",115117,"(+/- 4419 )",85724,"(+/- 3709 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",4749,"(+/- 1005 )",3228,"(+/- 924 )",2282,"(+/- 739 )",3874,"(+/- 757 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",46227,"(+/- 3088 )",38617,"(+/- 3205 )",40899,"(+/- 2862 )",43408,"(+/- 3014 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",27837,"(+/- 1864 )",38862,"(+/- 3063 )",36872,"(+/- 3055 )",24921,"(+/- 1914 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",8981,"(+/- 1481 )",20174,"(+/- 2369 )",18368,"(+/- 1980 )",9141,"(+/- 1404 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",3455,"(+/- 982 )",8060,"(+/- 1635 )",7324,"(+/- 1145 )",2640,"(+/- 764 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",948,"(+/- 523 )",2380,"(+/- 635 )",5330,"(+/- 1337 )",792,"(+/- 328 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",1253,"(+/- 508 )",4523,"(+/- 866 )",4042,"(+/- 910 )",948,"(+/- 437 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",954,"(+/- 25 )",1172,"(+/- 26 )",1165,"(+/- 29 )",948,"(+/- 25 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",90539,"(+/- 3604 )",74370,"(+/- 2949 )",79634,"(+/- 3406 )",105723,"(+/- 3371 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",23233,"(+/- 2126 )",12229,"(+/- 1542 )",13982,"(+/- 1775 )",31922,"(+/- 2239 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",33641,"(+/- 2502 )",25445,"(+/- 2566 )",28032,"(+/- 2285 )",41440,"(+/- 2444 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",24955,"(+/- 2168 )",22889,"(+/- 1975 )",24357,"(+/- 2362 )",24139,"(+/- 2488 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",6804,"(+/- 1180 )",8635,"(+/- 1473 )",8377,"(+/- 1355 )",5665,"(+/- 1046 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",1548,"(+/- 498 )",2942,"(+/- 799 )",2224,"(+/- 809 )",1729,"(+/- 536 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",358,"(+/- 179 )",2230,"(+/- 740 )",2662,"(+/- 747 )",828,"(+/- 326 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",342,"(+/- 8 )",397,"(+/- 12 )",390,"(+/- 10 )",318,"(+/- 7 )"
Housing,"Gross Rent","Occupied units paying rent",86219,"(+/- 3705 )",97739,"(+/- 3731 )",108679,"(+/- 4622 )",69371,"(+/- 3754 )"
