electionID,districtID,year,office
295,north carolina13,2016,US House
296,north dakota1,2016,US House
297,ohio1,2016,US House
298,ohio2,2016,US House
299,ohio3,2016,US House
300,ohio4,2016,US House
301,ohio5,2016,US House
302,ohio6,2016,US House
303,ohio7,2016,US House
304,ohio8,2016,US House
305,ohio9,2016,US House
306,ohio10,2016,US House
307,ohio11,2016,US House
308,ohio12,2016,US House
309,ohio13,2016,US House
310,ohio14,2016,US House
311,ohio15,2016,US House
312,ohio16,2016,US House
313,oklahoma1,2016,US House
314,oklahoma2,2016,US House
315,oklahoma3,2016,US House
316,oklahoma4,2016,US House
317,oklahoma5,2016,US House
318,oregon1,2016,US House
319,oregon2,2016,US House
320,oregon3,2016,US House
321,oregon4,2016,US House
322,oregon5,2016,US House
323,pennsylvania1,2016,US House
324,pennsylvania2,2016,US House
325,pennsylvania3,2016,US House
326,pennsylvania4,2016,US House
327,pennsylvania5,2016,US House
328,pennsylvania6,2016,US House
329,pennsylvania7,2016,US House
330,pennsylvania8,2016,US House
331,pennsylvania9,2016,US House
332,pennsylvania10,2016,US House
333,pennsylvania11,2016,US House
334,pennsylvania12,2016,US House
335,pennsylvania13,2016,US House
336,pennsylvania14,2016,US House
337,pennsylvania15,2016,US House
338,pennsylvania16,2016,US House
339,pennsylvania17,2016,US House
340,pennsylvania18,2016,US House
341,rhode island1,2016,US House
342,rhode island2,2016,US House
343,south carolina1,2016,US House
344,south carolina2,2016,US House
345,south carolina3,2016,US House
346,south carolina4,2016,US House
347,south carolina5,2016,US House
348,south carolina6,2016,US House
349,south carolina7,2016,US House
350,south dakota,2016,US House
351,tennessee1,2016,US House
352,tennessee2,2016,US House
353,tennessee3,2016,US House
354,tennessee4,2016,US House
355,tennessee5,2016,US House
356,tennessee6,2016,US House
357,tennessee7,2016,US House
358,tennessee8,2016,US House
359,tennessee9,2016,US House
360,texas1,2016,US House
361,texas2,2016,US House
362,texas3,2016,US House
363,texas4,2016,US House
364,texas5,2016,US House
365,texas6,2016,US House
366,texas7,2016,US House
367,texas8,2016,US House
368,texas9,2016,US House
369,texas10,2016,US House
370,texas11,2016,US House
371,texas12,2016,US House
372,texas13,2016,US House
373,texas14,2016,US House
374,texas15,2016,US House
375,texas16,2016,US House
376,texas17,2016,US House
377,texas18,2016,US House
378,texas19,2016,US House
379,texas20,2016,US House
380,texas21,2016,US House
381,texas22,2016,US House
382,texas23,2016,US House
383,texas24,2016,US House
384,texas25,2016,US House
385,texas26,2016,US House
386,texas27,2016,US House
387,texas28,2016,US House
388,texas29,2016,US House
389,texas30,2016,US House
390,texas31,2016,US House
391,texas32,2016,US House
392,texas33,2016,US House
393,texas34,2016,US House
394,texas35,2016,US House
395,texas36,2016,US House
396,utah1,2016,US House
397,utah2,2016,US House
398,utah3,2016,US House
399,utah4,2016,US House
400,vermont1,2016,US House
401,virginia1,2016,US House
402,virginia2,2016,US House
403,virginia3,2016,US House
404,virginia4,2016,US House
405,virginia5,2016,US House
406,virginia6,2016,US House
407,virginia7,2016,US House
408,virginia8,2016,US House
409,virginia9,2016,US House
410,virginia10,2016,US House
411,virginia11,2016,US House
412,washington1,2016,US House
413,washington2,2016,US House
414,washington3,2016,US House
415,washington4,2016,US House
416,washington5,2016,US House
417,washington6,2016,US House
418,washington7,2016,US House
419,washington8,2016,US House
420,washington9,2016,US House
421,washington10,2016,US House
422,west virginia1,2016,US House
423,west virginia2,2016,US House
424,west virginia3,2016,US House
425,wisconsin1,2016,US House
426,wisconsin2,2016,US House
427,wisconsin3,2016,US House
428,wisconsin4,2016,US House
429,wisconsin5,2016,US House
430,wisconsin6,2016,US House
431,wisconsin7,2016,US House
432,wisconsin8,2016,US House
433,wyoming,2016,US House
434,alabama1,2018,US House
435,alabama2,2018,US House
436,alabama3,2018,US House
437,alabama4,2018,US House
438,alabama5,2018,US House
439,alabama6,2018,US House
440,alabama7,2018,US House
441,alaska1,2018,US House
442,arizona1,2018,US House
443,arizona2,2018,US House
444,arizona3,2018,US House
445,arizona4,2018,US House
446,arizona5,2018,US House
447,arizona6,2018,US House
448,arizona7,2018,US House
449,arizona8,2018,US House
450,arizona9,2018,US House
451,arkansas1,2018,US House
452,arkansas2,2018,US House
453,arkansas3,2018,US House
454,arkansas4,2018,US House
455,california1,2018,US House
456,california2,2018,US House
457,california3,2018,US House
458,california4,2018,US House
459,california5,2018,US House
460,california6,2018,US House
461,california7,2018,US House
462,california8,2018,US House
463,california9,2018,US House
464,california10,2018,US House
465,california11,2018,US House
466,california12,2018,US House
467,california13,2018,US House
468,california14,2018,US House
469,california15,2018,US House
470,california16,2018,US House
471,california17,2018,US House
472,california18,2018,US House
473,california19,2018,US House
474,california20,2018,US House
475,california21,2018,US House
476,california22,2018,US House
477,california23,2018,US House
478,california24,2018,US House
479,california25,2018,US House
480,california26,2018,US House
481,california27,2018,US House
482,california28,2018,US House
483,california29,2018,US House
484,california30,2018,US House
485,california31,2018,US House
486,california32,2018,US House
487,california33,2018,US House
488,california34,2018,US House
489,california35,2018,US House
490,california36,2018,US House
491,california37,2018,US House
492,california38,2018,US House
493,california39,2018,US House
494,california40,2018,US House
495,california41,2018,US House
496,california42,2018,US House
497,california43,2018,US House
498,california44,2018,US House
499,california45,2018,US House
500,california46,2018,US House
501,california47,2018,US House
502,california48,2018,US House
503,california49,2018,US House
504,california50,2018,US House
505,california51,2018,US House
506,california52,2018,US House
507,california53,2018,US House
508,colorado1,2018,US House
509,colorado2,2018,US House
510,colorado3,2018,US House
511,colorado4,2018,US House
512,colorado5,2018,US House
513,colorado6,2018,US House
514,colorado7,2018,US House
515,connecticut1,2018,US House
516,connecticut2,2018,US House
517,connecticut3,2018,US House
518,connecticut4,2018,US House
519,connecticut5,2018,US House
520,delaware1,2018,US House
521,florida1,2018,US House
522,florida2,2018,US House
523,florida3,2018,US House
524,florida4,2018,US House
525,florida5,2018,US House
526,florida6,2018,US House
527,florida7,2018,US House
528,florida8,2018,US House
529,florida9,2018,US House
530,florida10,2018,US House
531,florida11,2018,US House
532,florida12,2018,US House
533,florida13,2018,US House
534,florida14,2018,US House
535,florida15,2018,US House
536,florida16,2018,US House
537,florida17,2018,US House
538,florida18,2018,US House
539,florida19,2018,US House
540,florida20,2018,US House
541,florida21,2018,US House
542,florida22,2018,US House
543,florida23,2018,US House
544,florida24,2018,US House
545,florida25,2018,US House
546,florida26,2018,US House
547,florida27,2018,US House
548,georgia1,2018,US House
549,georgia2,2018,US House
550,georgia3,2018,US House
551,georgia4,2018,US House
552,georgia5,2018,US House
553,georgia6,2018,US House
554,georgia7,2018,US House
555,georgia8,2018,US House
556,georgia9,2018,US House
557,georgia10,2018,US House
558,georgia11,2018,US House
559,georgia12,2018,US House
560,georgia13,2018,US House
561,georgia14,2018,US House
562,hawaii1,2018,US House
563,hawaii2,2018,US House
564,idaho1,2018,US House
565,idaho2,2018,US House
566,illinois1,2018,US House
567,illinois2,2018,US House
568,illinois3,2018,US House
569,illinois4,2018,US House
570,illinois5,2018,US House
571,illinois6,2018,US House
572,illinois7,2018,US House
573,illinois8,2018,US House
574,illinois9,2018,US House
575,illinois10,2018,US House
576,illinois11,2018,US House
577,illinois12,2018,US House
578,illinois13,2018,US House
579,illinois14,2018,US House
580,illinois15,2018,US House
581,illinois16,2018,US House
582,illinois17,2018,US House
583,illinois18,2018,US House
584,indiana1,2018,US House
585,indiana2,2018,US House
586,indiana3,2018,US House
587,indiana4,2018,US House
588,indiana5,2018,US House
589,indiana6,2018,US House
590,indiana7,2018,US House
591,indiana8,2018,US House
592,indiana9,2018,US House
593,iowa1,2018,US House
594,iowa2,2018,US House
595,iowa3,2018,US House
596,iowa4,2018,US House
597,kansas1,2018,US House
598,kansas2,2018,US House
599,kansas3,2018,US House
600,kansas4,2018,US House
601,kentucky1,2018,US House
602,kentucky2,2018,US House
603,kentucky3,2018,US House
604,kentucky4,2018,US House
605,kentucky5,2018,US House
606,kentucky6,2018,US House
607,louisiana1,2018,US House
608,louisiana2,2018,US House
609,louisiana3,2018,US House
610,louisiana4,2018,US House
611,louisiana5,2018,US House
612,louisiana6,2018,US House
613,maine1,2018,US House
614,maine2,2018,US House
615,maryland1,2018,US House
616,maryland2,2018,US House
617,maryland3,2018,US House
618,maryland4,2018,US House
619,maryland5,2018,US House
620,maryland6,2018,US House
621,maryland7,2018,US House
622,maryland8,2018,US House
623,massachusetts1,2018,US House
624,massachusetts2,2018,US House
625,massachusetts3,2018,US House
626,massachusetts4,2018,US House
627,massachusetts5,2018,US House
628,massachusetts6,2018,US House
629,massachusetts7,2018,US House
630,massachusetts8,2018,US House
631,massachusetts9,2018,US House
632,michigan1,2018,US House
633,michigan2,2018,US House
634,michigan3,2018,US House
635,michigan4,2018,US House
636,michigan5,2018,US House
637,michigan6,2018,US House
638,michigan7,2018,US House
639,michigan8,2018,US House
640,michigan9,2018,US House
641,michigan10,2018,US House
642,michigan11,2018,US House
643,michigan12,2018,US House
644,michigan13,2018,US House
645,michigan14,2018,US House
646,minnesota1,2018,US House
647,minnesota2,2018,US House
648,minnesota3,2018,US House
649,minnesota4,2018,US House
650,minnesota5,2018,US House
651,minnesota6,2018,US House
652,minnesota7,2018,US House
653,minnesota8,2018,US House
654,mississippi1,2018,US House
655,mississippi2,2018,US House
656,mississippi3,2018,US House
657,mississippi4,2018,US House
658,missouri1,2018,US House
659,missouri2,2018,US House
660,missouri3,2018,US House
661,missouri4,2018,US House
662,missouri5,2018,US House
663,missouri6,2018,US House
664,missouri7,2018,US House
665,missouri8,2018,US House
666,montana1,2018,US House
667,nebraska1,2018,US House
668,nebraska2,2018,US House
669,nebraska3,2018,US House
670,nevada1,2018,US House
671,nevada2,2018,US House
672,nevada3,2018,US House
673,nevada4,2018,US House
674,new hampshire1,2018,US House
675,new hampshire2,2018,US House
676,new jersey1,2018,US House
677,new jersey2,2018,US House
678,new jersey3,2018,US House
679,new jersey4,2018,US House
680,new jersey5,2018,US House
681,new jersey6,2018,US House
682,new jersey7,2018,US House
683,new jersey8,2018,US House
684,new jersey9,2018,US House
685,new jersey10,2018,US House
686,new jersey11,2018,US House
687,new jersey12,2018,US House
688,new mexico1,2018,US House
689,new mexico2,2018,US House
690,new mexico3,2018,US House
691,new york1,2018,US House
692,new york2,2018,US House
693,new york3,2018,US House
694,new york4,2018,US House
695,new york5,2018,US House
696,new york6,2018,US House
697,new york7,2018,US House
698,new york8,2018,US House
699,new york9,2018,US House
700,new york10,2018,US House
701,new york11,2018,US House
702,new york12,2018,US House
703,new york13,2018,US House
704,new york14,2018,US House
705,new york15,2018,US House
706,new york16,2018,US House
707,new york17,2018,US House
708,new york18,2018,US House
709,new york19,2018,US House
710,new york20,2018,US House
711,new york21,2018,US House
712,new york22,2018,US House
713,new york23,2018,US House
714,new york24,2018,US House
715,new york25,2018,US House
716,new york26,2018,US House
717,new york27,2018,US House
718,north carolina1,2018,US House
719,north carolina2,2018,US House
720,north carolina3,2018,US House
721,north carolina4,2018,US House
722,north carolina5,2018,US House
723,north carolina6,2018,US House
724,north carolina7,2018,US House
725,north carolina8,2018,US House
726,north carolina9,2018,US House
727,north carolina10,2018,US House
728,north carolina11,2018,US House
729,north carolina12,2018,US House
730,north carolina13,2018,US House
731,north dakota1,2018,US House
732,ohio1,2018,US House
733,ohio2,2018,US House
734,ohio3,2018,US House
735,ohio4,2018,US House
736,ohio5,2018,US House
737,ohio6,2018,US House
738,ohio7,2018,US House
739,ohio8,2018,US House
740,ohio9,2018,US House
741,ohio10,2018,US House
742,ohio11,2018,US House
743,ohio12,2018,US House
744,ohio13,2018,US House
745,ohio14,2018,US House
746,ohio15,2018,US House
747,ohio16,2018,US House
748,oklahoma1,2018,US House
749,oklahoma2,2018,US House
750,oklahoma3,2018,US House
751,oklahoma4,2018,US House
752,oklahoma5,2018,US House
753,oregon1,2018,US House
754,oregon2,2018,US House
755,oregon3,2018,US House
756,oregon4,2018,US House
757,oregon5,2018,US House
758,pennsylvania1,2018,US House
759,pennsylvania2,2018,US House
760,pennsylvania3,2018,US House
761,pennsylvania4,2018,US House
762,pennsylvania5,2018,US House
763,pennsylvania6,2018,US House
764,pennsylvania7,2018,US House
765,pennsylvania8,2018,US House
766,pennsylvania9,2018,US House
767,pennsylvania10,2018,US House
768,pennsylvania11,2018,US House
769,pennsylvania12,2018,US House
770,pennsylvania13,2018,US House
771,pennsylvania14,2018,US House
772,pennsylvania15,2018,US House
773,pennsylvania16,2018,US House
774,pennsylvania17,2018,US House
775,pennsylvania18,2018,US House
776,rhode island1,2018,US House
777,rhode island2,2018,US House
778,south carolina1,2018,US House
779,south carolina2,2018,US House
780,south carolina3,2018,US House
781,south carolina4,2018,US House
782,south carolina5,2018,US House
783,south carolina6,2018,US House
784,south carolina7,2018,US House
785,south dakota,2018,US House
786,tennessee1,2018,US House
787,tennessee2,2018,US House
788,tennessee3,2018,US House
789,tennessee4,2018,US House
790,tennessee5,2018,US House
791,tennessee6,2018,US House
792,tennessee7,2018,US House
793,tennessee8,2018,US House
794,tennessee9,2018,US House
795,texas1,2018,US House
796,texas2,2018,US House
797,texas3,2018,US House
798,texas4,2018,US House
799,texas5,2018,US House
800,texas6,2018,US House
801,texas7,2018,US House
802,texas8,2018,US House
803,texas9,2018,US House
804,texas10,2018,US House
805,texas11,2018,US House
806,texas12,2018,US House
807,texas13,2018,US House
808,texas14,2018,US House
809,texas15,2018,US House
810,texas16,2018,US House
811,texas17,2018,US House
812,texas18,2018,US House
813,texas19,2018,US House
814,texas20,2018,US House
815,texas21,2018,US House
816,texas22,2018,US House
817,texas23,2018,US House
818,texas24,2018,US House
819,texas25,2018,US House
820,texas26,2018,US House
821,texas27,2018,US House
822,texas28,2018,US House
823,texas29,2018,US House
824,texas30,2018,US House
825,texas31,2018,US House
826,texas32,2018,US House
827,texas33,2018,US House
828,texas34,2018,US House
829,texas35,2018,US House
830,texas36,2018,US House
831,utah1,2018,US House
832,utah2,2018,US House
833,utah3,2018,US House
834,utah4,2018,US House
835,vermont1,2018,US House
836,virginia1,2018,US House
837,virginia2,2018,US House
838,virginia3,2018,US House
839,virginia4,2018,US House
840,virginia5,2018,US House
841,virginia6,2018,US House
842,virginia7,2018,US House
843,virginia8,2018,US House
844,virginia9,2018,US House
845,virginia10,2018,US House
846,virginia11,2018,US House
847,washington1,2018,US House
848,washington2,2018,US House
849,washington3,2018,US House
850,washington4,2018,US House
851,washington5,2018,US House
852,washington6,2018,US House
853,washington7,2018,US House
854,washington8,2018,US House
855,washington9,2018,US House
856,washington10,2018,US House
857,west virginia1,2018,US House
858,west virginia2,2018,US House
859,west virginia3,2018,US House
860,wisconsin1,2018,US House
861,wisconsin2,2018,US House
862,wisconsin3,2018,US House
863,wisconsin4,2018,US House
864,wisconsin5,2018,US House
865,wisconsin6,2018,US House
866,wisconsin7,2018,US House
867,wisconsin8,2018,US House
868,wyoming1,2018,US House
869,alabama,2016,US Senate
870,alaska,2016,US Senate
871,arizona,2016,US Senate
872,arkansas,2016,US Senate
873,california,2016,US Senate
874,colorado,2016,US Senate
875,connecticut,2016,US Senate
876,florida,2016,US Senate
877,georgia,2016,US Senate
878,hawaii,2016,US Senate
879,idaho,2016,US Senate
880,illinois,2016,US Senate
881,indiana,2016,US Senate
882,iowa,2016,US Senate
883,kansas,2016,US Senate
884,kentucky,2016,US Senate
885,louisiana,2016,US Senate
886,maryland,2016,US Senate
887,missouri,2016,US Senate
888,nevada,2016,US Senate
889,new hampshire,2016,US Senate
890,new york,2016,US Senate
891,north carolina,2016,US Senate
892,north dakota,2016,US Senate
893,ohio,2016,US Senate
894,oklahoma,2016,US Senate
895,oregon,2016,US Senate
896,pennsylvania,2016,US Senate
897,south carolina,2016,US Senate
898,south dakota,2016,US Senate
899,utah,2016,US Senate
900,vermont,2016,US Senate
901,washington,2016,US Senate
902,wisconsin,2016,US Senate
903,arizona,2018,US Senate
904,california,2018,US Senate
905,connecticut,2018,US Senate
906,delaware,2018,US Senate
907,florida,2018,US Senate
908,hawaii,2018,US Senate
909,indiana,2018,US Senate
910,maine,2018,US Senate
911,maryland,2018,US Senate
912,massachusetts,2018,US Senate
913,michigan,2018,US Senate
914,minnesota,2018,US Senate
915,mississippi,2018,US Senate
916,missouri,2018,US Senate
917,montana,2018,US Senate
918,nebraska,2018,US Senate
919,nevada,2018,US Senate
920,new jersey,2018,US Senate
921,new mexico,2018,US Senate
922,new york,2018,US Senate
923,north dakota,2018,US Senate
924,ohio,2018,US Senate
925,pennsylvania,2018,US Senate
926,rhode island,2018,US Senate
927,tennessee,2018,US Senate
928,texas,2018,US Senate
929,utah,2018,US Senate
930,vermont,2018,US Senate
931,virginia,2018,US Senate
932,washington,2018,US Senate
933,west virginia,2018,US Senate
934,wisconsin,2018,US Senate
935,wyoming,2018,US Senate
936,alabama,2016,US President
937,alaska,2016,US President
938,arizona,2016,US President
939,arkansas,2016,US President
940,california,2016,US President
941,colorado,2016,US President
942,connecticut,2016,US President
943,delaware,2016,US President
944,district of columbia,2016,US President
945,florida,2016,US President
946,georgia,2016,US President
947,hawaii,2016,US President
948,idaho,2016,US President
949,illinois,2016,US President
950,indiana,2016,US President
951,iowa,2016,US President
952,kansas,2016,US President
953,kentucky,2016,US President
954,louisiana,2016,US President
955,maine,2016,US President
956,maryland,2016,US President
957,massachusetts,2016,US President
958,michigan,2016,US President
959,minnesota,2016,US President
960,mississippi,2016,US President
961,missouri,2016,US President
962,montana,2016,US President
963,nebraska,2016,US President
964,nevada,2016,US President
965,new hampshire,2016,US President
966,new jersey,2016,US President
967,new mexico,2016,US President
968,new york,2016,US President
969,north carolina,2016,US President
970,north dakota,2016,US President
971,ohio,2016,US President
972,oklahoma,2016,US President
973,oregon,2016,US President
974,pennsylvania,2016,US President
975,rhode island,2016,US President
976,south carolina,2016,US President
977,south dakota,2016,US President
978,tennessee,2016,US President
979,texas,2016,US President
980,utah,2016,US President
981,vermont,2016,US President
982,virginia,2016,US President
983,washington,2016,US President
984,west virginia,2016,US President
985,wisconsin,2016,US President
986,wyoming,2016,US President
